Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
Eau Claire,-91.2864,44.7264,1053,1998-11,1.42,27.7,36.0,44.2,30.3,0.17,4.20
Eau Claire,-91.2864,44.7264,1053,1998-12,0.42,11.8,23.0,34.3,18.5,0.02,3.36
Eau Claire,-91.2864,44.7264,1053,1999-01,1.65,0.3,9.5,18.6,7.1,0.06,1.04
Eau Claire,-91.2864,44.7264,1053,1999-02,0.92,16.2,25.1,34.1,19.9,0.16,2.54
Eau Claire,-91.2864,44.7264,1053,1999-03,0.63,19.8,31.2,42.7,20.6,0.39,6.01
Eau Claire,-91.2864,44.7264,1053,1999-04,5.35,36.3,47.1,58.0,35.1,0.68,9.93
Eau Claire,-91.2864,44.7264,1053,1999-05,5.53,47.3,58.4,69.4,47.5,0.81,13.86
Eau Claire,-91.2864,44.7264,1053,1999-06,3.02,54.9,65.8,76.6,56.2,0.81,16.41
Eau Claire,-91.2864,44.7264,1053,1999-07,6.56,62.2,72.9,83.7,64.4,0.88,18.87
Eau Claire,-91.2864,44.7264,1053,1999-08,3.50,55.9,66.5,77.0,59.4,0.45,14.07
Eau Claire,-91.2864,44.7264,1053,1999-09,1.23,44.8,57.1,69.5,49.3,0.39,12.82
Eau Claire,-91.2864,44.7264,1053,1999-10,0.98,32.5,45.0,57.4,34.4,0.47,9.66
Eau Claire,-91.2864,44.7264,1053,1999-11,1.27,26.8,38.7,50.6,29.4,0.36,7.23
Eau Claire,-91.2864,44.7264,1053,1999-12,0.36,12.0,21.3,30.5,16.7,0.16,2.36
Eau Claire,-91.2864,44.7264,1053,2000-01,1.55,1.4,12.2,23.0,9.0,0.12,1.49
Eau Claire,-91.2864,44.7264,1053,2000-02,0.81,13.0,23.5,33.9,19.8,0.13,2.69
Eau Claire,-91.2864,44.7264,1053,2000-03,1.18,26.9,38.2,49.5,28.2,0.42,7.36
Eau Claire,-91.2864,44.7264,1053,2000-04,2.12,31.4,43.4,55.4,29.3,0.69,10.68
Eau Claire,-91.2864,44.7264,1053,2000-05,3.55,46.1,57.5,68.8,47.0,0.57,13.83
Eau Claire,-91.2864,44.7264,1053,2000-06,8.74,53.0,63.3,73.7,54.9,0.60,14.33
Eau Claire,-91.2864,44.7264,1053,2000-07,3.82,58.4,68.8,79.3,60.2,0.65,16.43
Eau Claire,-91.2864,44.7264,1053,2000-08,3.78,57.4,68.1,78.8,60.5,0.54,15.94
Eau Claire,-91.2864,44.7264,1053,2000-09,6.60,45.7,57.5,69.3,49.3,0.45,12.40
Eau Claire,-91.2864,44.7264,1053,2000-10,0.66,37.3,49.3,61.3,40.4,0.12,10.03
Eau Claire,-91.2864,44.7264,1053,2000-11,3.05,23.3,30.8,38.3,26.5,0.06,3.19
Eau Claire,-91.2864,44.7264,1053,2000-12,1.28,-3.4,5.9,15.2,2.6,0.10,0.97
Eau Claire,-91.2864,44.7264,1053,2001-01,0.96,7.7,17.5,27.3,14.7,0.08,1.55
Eau Claire,-91.2864,44.7264,1053,2001-02,1.06,0.1,11.1,22.0,7.5,0.11,1.32
Eau Claire,-91.2864,44.7264,1053,2001-03,0.97,15.6,25.9,36.2,18.8,0.24,3.47
Eau Claire,-91.2864,44.7264,1053,2001-04,5.73,35.3,46.1,56.8,34.8,0.88,9.26
Eau Claire,-91.2864,44.7264,1053,2001-05,4.90,46.1,56.7,67.3,46.9,0.47,12.60
Eau Claire,-91.2864,44.7264,1053,2001-06,5.92,54.8,65.0,75.3,56.0,0.72,15.50
Eau Claire,-91.2864,44.7264,1053,2001-07,3.90,58.0,70.4,82.8,59.2,0.75,21.45
Eau Claire,-91.2864,44.7264,1053,2001-08,3.92,58.6,70.2,81.7,61.6,0.49,18.87
Eau Claire,-91.2864,44.7264,1053,2001-09,3.72,45.4,56.6,67.9,49.9,0.16,11.32
Eau Claire,-91.2864,44.7264,1053,2001-10,2.24,33.6,45.0,56.3,36.3,0.38,8.68
Eau Claire,-91.2864,44.7264,1053,2001-11,2.46,32.9,43.1,53.3,35.8,0.33,6.78
Eau Claire,-91.2864,44.7264,1053,2001-12,1.36,18.6,26.4,34.2,21.4,0.23,2.55
Eau Claire,-91.2864,44.7264,1053,2002-01,0.49,13.2,22.1,31.0,17.3,0.17,2.59
Eau Claire,-91.2864,44.7264,1053,2002-02,1.76,15.4,25.2,35.0,19.4,0.19,3.15
Eau Claire,-91.2864,44.7264,1053,2002-03,2.69,13.6,23.2,32.8,14.4,0.36,3.53
Eau Claire,-91.2864,44.7264,1053,2002-04,4.55,32.0,42.4,52.8,32.7,0.65,8.73
Eau Claire,-91.2864,44.7264,1053,2002-05,2.97,39.0,50.8,62.6,38.7,0.71,11.99
Eau Claire,-91.2864,44.7264,1053,2002-06,6.23,56.8,67.2,77.7,58.1,0.73,16.45
Eau Claire,-91.2864,44.7264,1053,2002-07,4.37,62.5,73.4,84.4,64.2,0.90,20.13
Eau Claire,-91.2864,44.7264,1053,2002-08,7.08,56.5,67.6,78.7,60.2,0.39,15.78
Eau Claire,-91.2864,44.7264,1053,2002-09,6.46,49.4,60.7,72.0,54.9,0.14,12.13
Eau Claire,-91.2864,44.7264,1053,2002-10,4.42,32.4,41.3,50.2,35.4,0.17,5.81
Eau Claire,-91.2864,44.7264,1053,2002-11,0.06,21.2,30.4,39.5,23.6,0.23,3.95
Eau Claire,-91.2864,44.7264,1053,2002-12,0.56,14.0,22.6,31.3,18.0,0.19,2.24
Eau Claire,-91.2864,44.7264,1053,2003-01,0.22,2.5,12.1,21.6,4.9,0.23,2.09
Eau Claire,-91.2864,44.7264,1053,2003-02,0.61,-1.0,11.3,23.7,6.6,0.14,1.88
Eau Claire,-91.2864,44.7264,1053,2003-03,1.93,17.8,28.8,39.8,19.9,0.30,5.29
Eau Claire,-91.2864,44.7264,1053,2003-04,3.03,30.9,43.2,55.4,29.4,1.04,11.02
Eau Claire,-91.2864,44.7264,1053,2003-05,4.66,42.3,54.5,66.7,40.9,0.68,14.60
Eau Claire,-91.2864,44.7264,1053,2003-06,4.21,52.4,63.8,75.2,52.7,0.81,16.89
Eau Claire,-91.2864,44.7264,1053,2003-07,2.89,57.5,68.9,80.3,59.3,0.72,18.80
Eau Claire,-91.2864,44.7264,1053,2003-08,0.87,57.5,70.5,83.6,60.1,0.74,22.22
Eau Claire,-91.2864,44.7264,1053,2003-09,2.97,47.0,58.9,70.9,49.0,0.73,15.84
Eau Claire,-91.2864,44.7264,1053,2003-10,0.87,34.4,46.3,58.2,36.5,0.39,10.48
Eau Claire,-91.2864,44.7264,1053,2003-11,2.13,22.7,30.7,38.7,25.0,0.24,3.37
Eau Claire,-91.2864,44.7264,1053,2003-12,1.11,14.3,23.0,31.6,17.9,0.22,2.44
Eau Claire,-91.2864,44.7264,1053,2004-01,0.59,0.7,9.1,17.5,3.4,0.21,1.35
Eau Claire,-91.2864,44.7264,1053,2004-02,2.28,8.1,18.0,28.0,13.8,0.14,2.11
Eau Claire,-91.2864,44.7264,1053,2004-03,2.48,23.6,32.1,40.7,26.0,0.29,3.46
Eau Claire,-91.2864,44.7264,1053,2004-04,1.80,32.0,44.8,57.6,29.9,0.93,11.56
Eau Claire,-91.2864,44.7264,1053,2004-05,7.57,41.3,52.5,63.8,42.3,0.67,10.73
Eau Claire,-91.2864,44.7264,1053,2004-06,4.43,51.2,62.1,72.9,52.0,0.66,14.87
Eau Claire,-91.2864,44.7264,1053,2004-07,2.83,56.7,67.7,78.7,58.5,0.58,17.18
Eau Claire,-91.2864,44.7264,1053,2004-08,3.36,51.2,62.1,73.1,54.4,0.35,12.92
Eau Claire,-91.2864,44.7264,1053,2004-09,3.57,51.3,63.2,75.0,54.5,0.68,14.83
Eau Claire,-91.2864,44.7264,1053,2004-10,3.63,37.3,47.6,57.8,40.1,0.40,7.83
Eau Claire,-91.2864,44.7264,1053,2004-11,1.18,26.4,35.3,44.2,28.1,0.35,4.83
Eau Claire,-91.2864,44.7264,1053,2004-12,0.98,10.0,18.9,27.8,14.3,0.20,1.77
Eau Claire,-91.2864,44.7264,1053,2005-01,1.17,4.3,13.0,21.7,7.7,0.23,1.49
Eau Claire,-91.2864,44.7264,1053,2005-02,1.10,13.6,22.7,31.8,18.6,0.16,2.41
Eau Claire,-91.2864,44.7264,1053,2005-03,1.37,13.8,25.1,36.5,17.5,0.30,4.18
Eau Claire,-91.2864,44.7264,1053,2005-04,1.37,36.0,48.7,61.3,32.9,1.33,12.97
Eau Claire,-91.2864,44.7264,1053,2005-05,2.28,42.8,52.7,62.5,41.6,0.77,11.24
Eau Claire,-91.2864,44.7264,1053,2005-06,4.49,58.6,69.5,80.4,58.8,1.30,18.50
Eau Claire,-91.2864,44.7264,1053,2005-07,3.01,59.4,71.1,82.8,60.4,1.00,21.38
Eau Claire,-91.2864,44.7264,1053,2005-08,2.87,56.3,67.8,79.2,58.2,0.98,17.73
Eau Claire,-91.2864,44.7264,1053,2005-09,4.01,50.3,62.3,74.3,54.0,0.59,14.92
Eau Claire,-91.2864,44.7264,1053,2005-10,2.01,37.0,48.7,60.4,41.7,0.31,8.93
Eau Claire,-91.2864,44.7264,1053,2005-11,2.13,23.9,33.3,42.7,28.6,0.16,3.96
Eau Claire,-91.2864,44.7264,1053,2005-12,0.64,10.1,16.9,23.7,14.5,0.08,1.11
Eau Claire,-91.2864,44.7264,1053,2006-01,0.94,19.8,26.7,33.6,23.3,0.22,2.02
Eau Claire,-91.2864,44.7264,1053,2006-02,0.46,7.3,16.8,26.2,9.6,0.32,2.28
Eau Claire,-91.2864,44.7264,1053,2006-03,2.53,21.2,30.5,39.8,22.3,0.43,4.24
Eau Claire,-91.2864,44.7264,1053,2006-04,2.22,36.5,49.3,62.1,32.6,1.22,13.72
Eau Claire,-91.2864,44.7264,1053,2006-05,2.64,46.3,56.9,67.4,46.3,0.82,13.50
Eau Claire,-91.2864,44.7264,1053,2006-06,3.26,53.7,66.1,78.5,52.6,1.33,21.08
Eau Claire,-91.2864,44.7264,1053,2006-07,3.59,60.8,73.7,86.7,60.4,1.54,26.93
Eau Claire,-91.2864,44.7264,1053,2006-08,5.58,57.4,68.3,79.2,59.7,0.82,17.35
Eau Claire,-91.2864,44.7264,1053,2006-09,2.56,44.8,55.5,66.3,48.5,0.35,11.31
Eau Claire,-91.2864,44.7264,1053,2006-10,1.58,30.5,41.6,52.6,33.5,0.34,7.81
Eau Claire,-91.2864,44.7264,1053,2006-11,2.64,26.3,34.6,42.9,28.4,0.28,3.97
Eau Claire,-91.2864,44.7264,1053,2006-12,1.30,19.2,26.1,32.9,20.9,0.26,2.21
Eau Claire,-91.2864,44.7264,1053,2007-01,0.87,9.7,18.0,26.3,13.6,0.17,1.75
Eau Claire,-91.2864,44.7264,1053,2007-02,1.09,0.7,9.5,18.4,2.7,0.21,1.74
Eau Claire,-91.2864,44.7264,1053,2007-03,1.79,23.7,33.7,43.8,26.0,0.39,5.79
Eau Claire,-91.2864,44.7264,1053,2007-04,1.52,31.6,43.0,54.4,28.9,0.86,11.02
Eau Claire,-91.2864,44.7264,1053,2007-05,3.47,46.6,59.1,71.6,45.6,1.24,16.15
Eau Claire,-91.2864,44.7264,1053,2007-06,2.90,55.0,67.5,79.9,55.9,0.84,20.47
Eau Claire,-91.2864,44.7264,1053,2007-07,2.58,57.7,70.1,82.4,58.6,0.78,21.90
Eau Claire,-91.2864,44.7264,1053,2007-08,6.38,57.8,68.3,78.9,59.5,0.54,17.36
Eau Claire,-91.2864,44.7264,1053,2007-09,3.46,48.7,60.2,71.6,52.0,0.64,13.26
Eau Claire,-91.2864,44.7264,1053,2007-10,3.86,42.5,51.9,61.2,45.0,0.38,8.21
Eau Claire,-91.2864,44.7264,1053,2007-11,0.07,23.1,31.8,40.5,23.1,0.51,4.55
Eau Claire,-91.2864,44.7264,1053,2007-12,1.69,5.2,14.1,23.0,12.3,0.10,1.17
Eau Claire,-91.2864,44.7264,1053,2008-01,0.85,3.1,11.8,20.5,7.9,0.17,1.22
Eau Claire,-91.2864,44.7264,1053,2008-02,0.93,-0.4,10.3,21.1,6.1,0.19,1.50
Eau Claire,-91.2864,44.7264,1053,2008-03,0.59,12.6,23.5,34.5,15.8,0.31,3.59
Eau Claire,-91.2864,44.7264,1053,2008-04,5.69,31.8,41.8,51.8,32.1,0.47,7.98
Eau Claire,-91.2864,44.7264,1053,2008-05,4.62,39.8,52.3,64.7,38.2,0.73,13.47
Eau Claire,-91.2864,44.7264,1053,2008-06,4.25,53.7,64.2,74.8,53.7,0.68,15.80
Eau Claire,-91.2864,44.7264,1053,2008-07,4.97,57.8,69.5,81.2,58.4,0.91,19.86
Eau Claire,-91.2864,44.7264,1053,2008-08,1.97,54.0,66.4,78.8,56.6,0.66,18.33
Eau Claire,-91.2864,44.7264,1053,2008-09,1.68,49.3,60.4,71.4,52.3,0.47,13.32
Eau Claire,-91.2864,44.7264,1053,2008-10,1.25,34.9,45.8,56.6,38.0,0.19,8.23
Eau Claire,-91.2864,44.7264,1053,2008-11,1.18,23.3,32.0,40.7,26.6,0.28,4.09
Eau Claire,-91.2864,44.7264,1053,2008-12,2.04,-1.9,10.1,22.2,8.2,0.09,1.24
Eau Claire,-91.2864,44.7264,1053,2009-01,0.44,-9.5,2.3,14.1,-0.7,0.10,0.99
Eau Claire,-91.2864,44.7264,1053,2009-02,0.81,7.1,17.8,28.5,13.0,0.20,2.26
Eau Claire,-91.2864,44.7264,1053,2009-03,0.79,17.9,28.7,39.5,20.3,0.35,4.59
Eau Claire,-91.2864,44.7264,1053,2009-04,2.74,31.4,43.2,54.9,26.6,0.92,10.54
Eau Claire,-91.2864,44.7264,1053,2009-05,2.69,44.0,55.6,67.2,40.4,1.34,15.05
Eau Claire,-91.2864,44.7264,1053,2009-06,3.53,53.0,63.9,74.8,52.9,0.89,16.97
Eau Claire,-91.2864,44.7264,1053,2009-07,1.35,52.6,63.9,75.2,53.7,0.71,16.71
Eau Claire,-91.2864,44.7264,1053,2009-08,7.48,54.4,65.3,76.2,57.4,0.47,15.24
Eau Claire,-91.2864,44.7264,1053,2009-09,0.62,48.5,61.1,73.7,53.9,0.18,14.26
Eau Claire,-91.2864,44.7264,1053,2009-10,5.25,33.1,40.8,48.5,36.5,0.10,4.39
Eau Claire,-91.2864,44.7264,1053,2009-11,0.44,28.7,38.5,48.2,31.5,0.32,5.80
Eau Claire,-91.2864,44.7264,1053,2009-12,2.06,10.0,17.2,24.4,12.5,0.27,1.55

Florence,-88.4070,45.8718,1421,1995-01,0.64,7.9,15.8,23.8,9.8,0.34,1.65
Florence,-88.4070,45.8718,1421,1995-02,0.37,4.4,14.8,25.3,6.3,0.40,2.40
Florence,-88.4070,45.8718,1421,1995-03,1.77,17.6,28.8,40.1,19.4,0.39,5.05
Florence,-88.4070,45.8718,1421,1995-04,1.71,23.0,34.0,45.0,21.7,0.40,6.44
Florence,-88.4070,45.8718,1421,1995-05,3.72,38.4,50.9,63.4,36.1,1.01,13.41
Florence,-88.4070,45.8718,1421,1995-06,2.00,52.8,66.2,79.6,53.4,1.08,21.08
Florence,-88.4070,45.8718,1421,1995-07,3.49,53.9,65.5,77.2,55.9,0.53,16.82
Florence,-88.4070,45.8718,1421,1995-08,7.06,57.7,67.5,77.3,58.7,1.04,13.80
Florence,-88.4070,45.8718,1421,1995-09,2.68,40.3,52.6,65.0,44.9,0.01,10.77
Florence,-88.4070,45.8718,1421,1995-10,5.27,36.7,45.3,54.0,36.9,0.80,7.07
Florence,-88.4070,45.8718,1421,1995-11,1.51,12.8,21.1,29.3,15.4,0.28,2.18
Florence,-88.4070,45.8718,1421,1995-12,1.87,4.2,13.3,22.4,8.5,0.22,1.49
Florence,-88.4070,45.8718,1421,1996-01,3.10,-5.4,7.9,21.1,2.7,0.17,1.43
Florence,-88.4070,45.8718,1421,1996-02,1.24,-3.1,10.2,23.5,5.9,0.06,2.32
Florence,-88.4070,45.8718,1421,1996-03,1.69,6.4,18.6,30.7,8.3,0.37,3.67
Florence,-88.4070,45.8718,1421,1996-04,3.61,22.7,33.8,44.8,20.4,0.62,6.74
Florence,-88.4070,45.8718,1421,1996-05,1.27,35.4,48.3,61.2,32.1,1.00,13.20
Florence,-88.4070,45.8718,1421,1996-06,4.32,50.5,61.4,72.4,51.7,0.60,14.30
Florence,-88.4070,45.8718,1421,1996-07,5.16,50.5,61.7,72.9,53.2,0.34,13.61
Florence,-88.4070,45.8718,1421,1996-08,2.60,51.7,63.6,75.6,55.4,0.51,14.36
Florence,-88.4070,45.8718,1421,1996-09,2.25,45.9,56.0,66.1,49.6,0.21,10.29
Florence,-88.4070,45.8718,1421,1996-10,3.25,31.9,43.4,54.9,36.3,0.30,7.17
Florence,-88.4070,45.8718,1421,1996-11,1.74,18.1,25.4,32.7,19.3,0.28,2.54
Florence,-88.4070,45.8718,1421,1996-12,2.81,10.5,17.4,24.3,14.4,0.14,1.13
Florence,-88.4070,45.8718,1421,1997-01,2.64,1.7,10.3,19.0,6.6,0.14,0.98
Florence,-88.4070,45.8718,1421,1997-02,0.20,5.7,16.8,28.0,12.8,0.16,2.17
Florence,-88.4070,45.8718,1421,1997-03,2.26,11.8,22.9,34.0,16.9,0.14,3.31
Florence,-88.4070,45.8718,1421,1997-04,0.60,23.9,37.0,50.1,22.7,0.39,8.76
Florence,-88.4070,45.8718,1421,1997-05,2.81,33.1,44.7,56.3,33.0,0.38,9.55
Florence,-88.4070,45.8718,1421,1997-06,3.42,50.1,63.0,76.0,52.3,0.41,17.71
Florence,-88.4070,45.8718,1421,1997-07,2.94,52.3,63.8,75.2,56.1,0.16,13.86
Florence,-88.4070,45.8718,1421,1997-08,5.08,47.8,59.3,70.8,53.0,0.21,12.15
Florence,-88.4070,45.8718,1421,1997-09,2.70,44.9,55.9,66.8,50.1,0.14,9.72
Florence,-88.4070,45.8718,1421,1997-10,3.41,33.4,44.0,54.6,36.2,0.38,7.39
Florence,-88.4070,45.8718,1421,1997-11,0.51,19.9,27.8,35.6,22.5,0.18,2.77
Florence,-88.4070,45.8718,1421,1997-12,0.56,18.2,25.0,31.8,21.0,0.26,2.07
Florence,-88.4070,45.8718,1421,1998-01,2.35,10.1,17.2,24.4,14.9,0.08,1.01
Florence,-88.4070,45.8718,1421,1998-02,0.85,19.2,28.1,37.1,23.8,0.07,2.71
Florence,-88.4070,45.8718,1421,1998-03,1.96,16.8,26.9,36.9,19.9,0.17,3.65
Florence,-88.4070,45.8718,1421,1998-04,1.37,29.7,43.5,57.3,26.4,0.74,11.74
Florence,-88.4070,45.8718,1421,1998-05,1.56,42.3,57.6,72.8,42.8,0.74,18.79
Florence,-88.4070,45.8718,1421,1998-06,3.85,49.1,59.8,70.6,51.1,0.28,13.02
Florence,-88.4070,45.8718,1421,1998-07,1.61,51.9,64.9,78.0,54.5,0.39,18.45
Florence,-88.4070,45.8718,1421,1998-08,2.69,53.7,65.9,78.1,56.6,0.51,17.38
Florence,-88.4070,45.8718,1421,1998-09,1.51,44.8,59.0,73.3,49.3,0.31,16.41
Florence,-88.4070,45.8718,1421,1998-10,1.90,34.9,45.9,56.9,39.8,0.19,7.13
Florence,-88.4070,45.8718,1421,1998-11,1.95,27.1,34.1,41.1,28.0,0.36,3.50
Florence,-88.4070,45.8718,1421,1998-12,0.87,12.5,22.6,32.7,16.2,0.25,3.28
Florence,-88.4070,45.8718,1421,1999-01,1.97,-1.2,9.1,19.5,5.8,0.08,1.36
Florence,-88.4070,45.8718,1421,1999-02,1.42,9.8,20.1,30.5,16.4,0.05,2.16
Florence,-88.4070,45.8718,1421,1999-03,0.19,14.6,27.0,39.3,15.8,0.40,5.43
Florence,-88.4070,45.8718,1421,1999-04,1.61,30.1,42.4,54.8,27.2,0.81,9.85
Florence,-88.4070,45.8718,1421,1999-05,5.64,42.2,54.8,67.5,41.9,0.82,14.32
Florence,-88.4070,45.8718,1421,1999-06,4.00,50.7,62.3,74.0,52.5,0.62,14.75
Florence,-88.4070,45.8718,1421,1999-07,10.73,57.4,68.4,79.4,60.7,0.29,15.77
Florence,-88.4070,45.8718,1421,1999-08,3.04,50.4,62.0,73.5,54.9,0.15,13.13
Florence,-88.4070,45.8718,1421,1999-09,1.88,42.6,54.7,66.9,47.8,0.18,11.49
Florence,-88.4070,45.8718,1421,1999-10,1.88,30.8,41.6,52.3,33.2,0.38,7.01
Florence,-88.4070,45.8718,1421,1999-11,1.02,27.1,37.3,47.4,28.0,0.51,6.36
Florence,-88.4070,45.8718,1421,1999-12,0.79,10.1,18.9,27.7,15.3,0.06,1.82
Florence,-88.4070,45.8718,1421,2000-01,1.23,-1.3,10.6,22.5,8.0,0.06,1.55
Florence,-88.4070,45.8718,1421,2000-02,1.28,6.9,19.2,31.5,16.2,0.09,2.58
Florence,-88.4070,45.8718,1421,2000-03,2.15,21.5,33.3,45.1,24.9,0.15,6.20
Florence,-88.4070,45.8718,1421,2000-04,1.77,26.1,38.0,49.9,25.5,0.22,8.61
Florence,-88.4070,45.8718,1421,2000-05,1.66,40.7,53.9,67.1,42.8,0.26,13.95
Florence,-88.4070,45.8718,1421,2000-06,5.22,47.7,59.0,70.2,50.2,0.34,12.99
Florence,-88.4070,45.8718,1421,2000-07,5.63,51.6,63.0,74.4,55.0,0.22,13.99
Florence,-88.4070,45.8718,1421,2000-08,2.02,50.4,62.6,74.7,55.7,0.00,14.22
Florence,-88.4070,45.8718,1421,2000-09,3.84,42.3,53.9,65.5,46.6,0.37,10.30
Florence,-88.4070,45.8718,1421,2000-10,1.03,35.3,47.1,59.0,38.2,0.26,9.19
Florence,-88.4070,45.8718,1421,2000-11,1.86,24.4,31.1,37.9,26.4,0.16,3.25
Florence,-88.4070,45.8718,1421,2000-12,1.07,-0.6,8.4,17.4,4.8,0.14,1.12
Florence,-88.4070,45.8718,1421,2001-01,1.09,8.2,17.9,27.6,14.9,0.12,1.68
Florence,-88.4070,45.8718,1421,2001-02,1.00,1.5,12.0,22.5,7.3,0.17,1.50
Florence,-88.4070,45.8718,1421,2001-03,0.71,13.1,24.2,35.3,15.7,0.26,3.94
Florence,-88.4070,45.8718,1421,2001-04,3.26,31.1,42.7,54.2,30.2,0.76,8.82
Florence,-88.4070,45.8718,1421,2001-05,3.46,41.9,54.2,66.5,42.0,0.53,13.86
Florence,-88.4070,45.8718,1421,2001-06,4.39,51.0,61.7,72.5,52.5,0.56,14.45
Florence,-88.4070,45.8718,1421,2001-07,2.81,52.7,64.8,76.8,55.3,0.36,16.54
Florence,-88.4070,45.8718,1421,2001-08,1.81,53.9,66.3,78.6,57.8,0.27,17.53
Florence,-88.4070,45.8718,1421,2001-09,3.55,44.4,54.6,64.9,47.6,0.38,9.99
Florence,-88.4070,45.8718,1421,2001-10,2.99,32.1,43.0,53.9,35.2,0.27,7.68
Florence,-88.4070,45.8718,1421,2001-11,2.23,30.7,40.0,49.2,34.0,0.25,5.20
Florence,-88.4070,45.8718,1421,2001-12,1.62,18.5,25.5,32.6,21.5,0.20,2.03
Florence,-88.4070,45.8718,1421,2002-01,0.26,13.3,21.4,29.5,16.6,0.20,2.31
Florence,-88.4070,45.8718,1421,2002-02,1.60,12.8,22.7,32.6,16.9,0.21,2.89
Florence,-88.4070,45.8718,1421,2002-03,2.24,7.5,19.0,30.5,11.3,0.17,3.22
Florence,-88.4070,45.8718,1421,2002-04,5.13,27.1,37.7,48.3,28.6,0.37,7.08
Florence,-88.4070,45.8718,1421,2002-05,2.36,35.3,46.9,58.4,34.0,0.65,10.89
Florence,-88.4070,45.8718,1421,2002-06,3.95,51.7,62.5,73.3,53.3,0.67,14.43
Florence,-88.4070,45.8718,1421,2002-07,3.91,57.0,69.4,81.8,60.1,0.52,19.50
Florence,-88.4070,45.8718,1421,2002-08,4.12,53.0,64.0,75.1,57.3,0.19,13.33
Florence,-88.4070,45.8718,1421,2002-09,3.30,47.5,57.8,68.1,53.1,0.10,10.11
Florence,-88.4070,45.8718,1421,2002-10,6.85,30.4,39.0,47.5,32.8,0.25,5.05
Florence,-88.4070,45.8718,1421,2002-11,0.43,19.4,27.6,35.7,22.2,0.20,2.96
Florence,-88.4070,45.8718,1421,2002-12,0.29,14.0,21.7,29.4,16.7,0.26,2.18
Florence,-88.4070,45.8718,1421,2003-01,0.22,1.4,10.7,20.0,3.8,0.19,1.93
Florence,-88.4070,45.8718,1421,2003-02,1.02,-5.0,7.9,20.7,2.6,0.13,1.83
Florence,-88.4070,45.8718,1421,2003-03,2.49,10.8,23.7,36.6,14.6,0.24,4.80
Florence,-88.4070,45.8718,1421,2003-04,2.86,24.1,36.7,49.4,23.6,0.56,8.62
Florence,-88.4070,45.8718,1421,2003-05,2.96,36.4,50.0,63.5,35.4,0.52,13.33
Florence,-88.4070,45.8718,1421,2003-06,2.20,46.0,59.1,72.2,48.4,0.23,16.17
Florence,-88.4070,45.8718,1421,2003-07,2.14,51.7,64.6,77.6,55.3,0.09,18.01
Florence,-88.4070,45.8718,1421,2003-08,4.31,53.5,65.5,77.5,58.5,0.02,15.33
Florence,-88.4070,45.8718,1421,2003-09,3.80,45.1,56.0,66.9,49.1,0.10,11.48
Florence,-88.4070,45.8718,1421,2003-10,1.46,32.3,42.9,53.5,35.2,0.16,7.99
Florence,-88.4070,45.8718,1421,2003-11,1.88,22.7,29.8,36.8,24.6,0.25,2.69
Florence,-88.4070,45.8718,1421,2003-12,1.02,13.4,22.0,30.6,18.1,0.08,2.08
Florence,-88.4070,45.8718,1421,2004-01,0.83,-3.2,6.3,15.8,2.3,0.07,1.13
Florence,-88.4070,45.8718,1421,2004-02,1.89,4.4,16.8,29.2,13.0,0.07,2.46
Florence,-88.4070,45.8718,1421,2004-03,3.13,17.2,27.4,37.6,23.1,0.08,2.98
Florence,-88.4070,45.8718,1421,2004-04,2.14,26.7,38.8,50.9,27.5,0.37,8.28
Florence,-88.4070,45.8718,1421,2004-05,3.61,37.3,48.8,60.3,37.7,0.54,10.06
Florence,-88.4070,45.8718,1421,2004-06,3.54,46.4,58.3,70.1,48.4,0.40,13.69
Florence,-88.4070,45.8718,1421,2004-07,3.46,50.7,62.7,74.8,55.2,0.10,14.82
Florence,-88.4070,45.8718,1421,2004-08,1.42,47.7,58.9,70.1,51.3,0.22,11.97
Florence,-88.4070,45.8718,1421,2004-09,2.09,47.7,59.8,71.8,52.2,0.34,12.99
Florence,-88.4070,45.8718,1421,2004-10,4.19,35.0,45.2,55.4,38.3,0.25,7.29
Florence,-88.4070,45.8718,1421,2004-11,1.15,24.0,33.0,42.0,26.2,0.22,4.31
Florence,-88.4070,45.8718,1421,2004-12,1.52,6.1,15.8,25.5,13.4,0.10,1.36
Florence,-88.4070,45.8718,1421,2005-01,1.08,0.5,10.3,20.1,6.2,0.13,1.33
Florence,-88.4070,45.8718,1421,2005-02,0.87,9.2,20.5,31.7,16.0,0.09,2.89
Florence,-88.4070,45.8718,1421,2005-03,0.74,8.6,21.9,35.1,14.3,0.20,4.34
Florence,-88.4070,45.8718,1421,2005-04,1.33,29.2,43.3,57.4,27.7,0.55,11.81
Florence,-88.4070,45.8718,1421,2005-05,2.09,38.4,49.6,60.9,37.8,0.48,11.45
Florence,-88.4070,45.8718,1421,2005-06,4.89,53.5,65.8,78.2,55.4,0.72,18.01
Florence,-88.4070,45.8718,1421,2005-07,6.22,53.6,66.5,79.5,55.7,0.59,20.70
Florence,-88.4070,45.8718,1421,2005-08,3.40,53.0,64.6,76.2,55.8,0.36,16.34
Florence,-88.4070,45.8718,1421,2005-09,2.92,46.3,59.3,72.2,51.1,0.40,14.94
Florence,-88.4070,45.8718,1421,2005-10,4.93,37.4,47.7,58.0,41.2,0.34,7.78
