Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
Green,-89.6051,42.6755,1040,2012-04,2.13,37.0,47.5,58.0,34.9,0.85,9.66
Green,-89.6051,42.6755,1040,2012-05,2.97,52.4,64.2,75.9,46.9,2.57,20.88
Green,-89.6051,42.6755,1040,2012-06,0.79,59.2,71.0,82.7,52.0,3.88,27.03
Green,-89.6051,42.6755,1040,2012-07,2.25,67.9,79.8,91.7,62.5,3.06,35.42
Green,-89.6051,42.6755,1040,2012-08,2.52,59.4,71.0,82.6,55.8,2.02,25.74
Green,-89.6051,42.6755,1040,2012-09,2.02,49.5,61.9,74.3,46.6,1.34,19.75
Green,-89.6051,42.6755,1040,2012-10,3.99,37.7,48.3,58.9,38.3,0.70,8.91
Green,-89.6051,42.6755,1040,2012-11,0.96,28.1,37.3,46.6,29.5,0.49,5.34
Green,-89.6051,42.6755,1040,2012-12,2.80,23.0,29.9,36.9,27.2,0.13,2.40
Green,-89.6051,42.6755,1040,2013-01,2.91,12.3,21.2,30.1,16.6,0.20,1.97
Green,-89.6051,42.6755,1040,2013-02,2.43,12.3,20.4,28.4,17.5,0.12,1.70
Green,-89.6051,42.6755,1040,2013-03,2.32,19.8,27.3,34.7,21.0,0.43,2.86
Green,-89.6051,42.6755,1040,2013-04,7.47,34.3,43.5,52.7,33.1,0.59,7.44
Green,-89.6051,42.6755,1040,2013-05,4.86,49.8,60.7,71.6,47.3,1.67,16.70
Green,-89.6051,42.6755,1040,2013-06,7.53,58.3,68.0,77.7,57.8,1.15,16.93
Green,-89.6051,42.6755,1040,2013-07,1.45,61.3,71.4,81.4,61.3,0.99,19.87
Green,-89.6051,42.6755,1040,2013-08,1.60,59.8,70.6,81.3,60.6,0.71,19.90
Green,-89.6051,42.6755,1040,2013-09,2.18,53.2,64.7,76.3,55.2,0.56,17.23
Green,-89.6051,42.6755,1040,2013-10,1.77,38.1,48.9,59.7,41.8,0.37,8.96
Green,-89.6051,42.6755,1040,2013-11,2.98,24.7,33.4,42.2,28.1,0.22,3.40
Green,-89.6051,42.6755,1040,2013-12,1.29,8.8,17.2,25.7,14.8,0.07,1.31
Green,-89.6051,42.6755,1040,2014-01,0.94,-0.4,9.8,19.9,5.7,0.11,1.15
Green,-89.6051,42.6755,1040,2014-02,1.30,1.2,10.7,20.3,5.6,0.19,1.49
Green,-89.6051,42.6755,1040,2014-03,1.37,15.9,25.4,34.9,19.5,0.22,3.25
Green,-89.6051,42.6755,1040,2014-04,4.23,34.2,45.2,56.2,33.8,0.73,9.51
Green,-89.6051,42.6755,1040,2014-05,3.79,48.2,58.5,68.8,46.0,1.37,14.62
Green,-89.6051,42.6755,1040,2014-06,8.97,59.8,69.6,79.3,58.6,1.48,17.49
Green,-89.6051,42.6755,1040,2014-07,3.18,57.5,67.4,77.3,57.9,1.33,15.63
Green,-89.6051,42.6755,1040,2014-08,6.93,60.3,70.0,79.7,62.0,0.81,15.38
Green,-89.6051,42.6755,1040,2014-09,3.45,49.7,60.9,72.0,52.6,0.58,13.57
Green,-89.6051,42.6755,1040,2014-10,4.63,39.2,48.8,58.5,41.1,0.51,7.76
Green,-89.6051,42.6755,1040,2014-11,1.70,21.7,29.4,37.1,23.7,0.30,3.23
Green,-89.6051,42.6755,1040,2014-12,1.33,23.6,29.0,34.5,25.1,0.16,1.63
Green,-89.6051,42.6755,1040,2015-01,0.58,11.9,19.1,26.3,15.2,0.18,1.51
Green,-89.6051,42.6755,1040,2015-02,0.96,2.2,11.5,20.8,6.0,0.25,1.50
Green,-89.6051,42.6755,1040,2015-03,1.40,21.2,32.0,42.9,22.9,0.46,5.80
Green,-89.6051,42.6755,1040,2015-04,1.85,37.0,48.6,60.2,33.1,1.20,12.22
Green,-89.6051,42.6755,1040,2015-05,4.09,50.3,59.6,68.9,49.4,0.99,12.00
Green,-89.6051,42.6755,1040,2015-06,7.74,56.8,66.5,76.2,57.4,1.07,14.83
Green,-89.6051,42.6755,1040,2015-07,2.84,60.5,70.0,79.5,61.0,1.17,16.13
Green,-89.6051,42.6755,1040,2015-08,4.94,59.6,69.1,78.5,59.2,1.11,17.23
Green,-89.6051,42.6755,1040,2015-09,5.72,57.3,67.5,77.7,58.0,0.91,15.92
Green,-89.6051,42.6755,1040,2015-10,2.21,41.6,51.8,61.9,41.7,0.82,10.21
Green,-89.6051,42.6755,1040,2015-11,5.67,32.6,41.3,50.0,34.7,0.47,5.74
Green,-89.6051,42.6755,1040,2015-12,4.56,30.4,35.8,41.1,32.2,0.20,2.11
Green,-89.6051,42.6755,1040,2016-01,0.49,13.6,20.0,26.4,16.2,0.24,1.48
Green,-89.6051,42.6755,1040,2016-02,0.59,20.4,27.1,33.7,21.3,0.40,2.58
Green,-89.6051,42.6755,1040,2016-03,3.29,31.1,39.7,48.3,33.3,0.34,5.30
Green,-89.6051,42.6755,1040,2016-04,1.43,36.3,46.5,56.7,35.1,0.96,10.03
Green,-89.6051,42.6755,1040,2016-05,3.17,48.5,58.9,69.3,44.8,1.62,15.84
Green,-89.6051,42.6755,1040,2016-06,5.14,59.3,69.7,80.0,57.3,1.65,19.52
Green,-89.6051,42.6755,1040,2016-07,4.67,63.2,72.1,81.1,63.8,0.80,15.85
Green,-89.6051,42.6755,1040,2016-08,5.77,63.4,72.4,81.4,65.0,0.56,15.47
Green,-89.6051,42.6755,1040,2016-09,4.73,56.8,66.5,76.1,57.8,0.46,14.51
Green,-89.6051,42.6755,1040,2016-10,3.47,45.4,54.5,63.5,47.3,0.56,9.14
Green,-89.6051,42.6755,1040,2016-11,3.46,34.7,44.3,53.9,37.3,0.43,6.89
Green,-89.6051,42.6755,1040,2016-12,2.02,16.7,22.2,27.8,18.3,0.21,1.44
Green,-89.6051,42.6755,1040,2017-01,2.54,17.8,23.9,29.9,19.9,0.18,1.33
Green,-89.6051,42.6755,1040,2017-02,1.65,24.1,33.1,42.2,25.7,0.38,4.95
Green,-89.6051,42.6755,1040,2017-03,2.50,26.1,35.1,44.1,25.9,0.49,4.87
Green,-89.6051,42.6755,1040,2017-04,5.17,39.8,50.1,60.4,39.3,0.88,10.23
Green,-89.6051,42.6755,1040,2017-05,4.40,46.1,56.0,65.8,45.5,0.85,11.90
Green,-89.6051,42.6755,1040,2017-06,7.61,58.9,69.5,80.1,54.3,2.82,21.95
Green,-89.6051,42.6755,1040,2017-07,7.65,61.5,71.2,80.9,62.8,0.87,16.20
Green,-89.6051,42.6755,1040,2017-08,4.19,57.1,66.7,76.4,58.2,0.75,14.84
Green,-89.6051,42.6755,1040,2017-09,0.24,53.7,65.2,76.8,53.9,0.90,18.78
Green,-89.6051,42.6755,1040,2017-10,5.41,44.5,53.6,62.7,44.7,0.73,10.12
Green,-89.6051,42.6755,1040,2017-11,1.09,26.6,35.1,43.6,28.1,0.49,4.33
Green,-89.6051,42.6755,1040,2017-12,0.51,15.9,23.5,31.1,16.2,0.44,3.11
Green,-89.6051,42.6755,1040,2018-01,1.83,10.5,18.9,27.3,14.2,0.22,1.75
Green,-89.6051,42.6755,1040,2018-02,3.61,13.2,21.5,29.8,16.5,0.26,2.31
Green,-89.6051,42.6755,1040,2018-03,0.69,24.5,34.0,43.4,22.1,0.62,5.86
Green,-89.6051,42.6755,1040,2018-04,1.81,28.0,37.6,47.3,25.0,0.89,7.77
Green,-89.6051,42.6755,1040,2018-05,5.79,53.9,64.8,75.7,52.6,1.57,17.94
Green,-89.6051,42.6755,1040,2018-06,5.56,60.6,69.3,78.1,60.7,1.34,14.66
Green,-89.6051,42.6755,1040,2018-07,5.54,61.8,72.0,82.2,62.1,1.34,18.73
Green,-89.6051,42.6755,1040,2018-08,9.15,62.7,71.8,80.9,64.2,0.96,15.88
Green,-89.6051,42.6755,1040,2018-09,9.26,54.6,64.9,75.3,57.8,0.36,13.78
Green,-89.6051,42.6755,1040,2018-10,7.06,39.1,47.9,56.7,40.5,0.57,6.76
Green,-89.6051,42.6755,1040,2018-11,1.60,25.4,31.3,37.2,24.9,0.47,2.98
Green,-89.6051,42.6755,1040,2018-12,2.22,22.9,29.1,35.3,25.2,0.27,2.11
Green,-89.6051,42.6755,1040,2019-01,2.95,9.9,17.7,25.4,13.6,0.21,1.54
Green,-89.6051,42.6755,1040,2019-02,3.24,9.0,18.1,27.1,14.8,0.10,1.07
Green,-89.6051,42.6755,1040,2019-03,1.51,21.2,30.4,39.6,21.6,0.54,4.56
Green,-89.6051,42.6755,1040,2019-04,3.44,36.3,46.6,56.9,34.9,0.97,9.85
Green,-89.6051,42.6755,1040,2019-05,5.65,46.5,55.6,64.6,47.3,0.77,9.73
Green,-89.6051,42.6755,1040,2019-06,4.10,57.4,67.2,76.9,56.8,1.33,15.96
Green,-89.6051,42.6755,1040,2019-07,4.43,65.2,75.1,85.0,64.7,1.55,20.37
Green,-89.6051,42.6755,1040,2019-08,5.13,59.3,68.9,78.5,59.5,1.05,16.01
Green,-89.6051,42.6755,1040,2019-09,8.97,57.4,65.7,74.0,59.8,0.61,10.93
Green,-89.6051,42.6755,1040,2019-10,5.63,39.3,48.2,57.1,40.4,0.47,7.67
Green,-89.6051,42.6755,1040,2019-11,2.60,23.3,30.4,37.4,25.6,0.20,2.67
Green,-89.6051,42.6755,1040,2019-12,1.54,22.6,30.7,38.7,25.7,0.21,2.87
Green,-89.6051,42.6755,1040,2020-01,2.06,18.6,25.2,31.9,21.5,0.22,1.69
Green,-89.6051,42.6755,1040,2020-02,1.22,14.8,23.3,31.8,16.6,0.40,2.62
Green,-89.6051,42.6755,1040,2020-03,3.54,29.6,37.6,45.5,30.2,0.49,4.51
Green,-89.6051,42.6755,1040,2020-04,2.23,34.1,44.4,54.7,33.0,0.70,8.36
Green,-89.6051,42.6755,1040,2020-05,6.10,47.2,56.7,66.2,46.3,0.64,10.97
Green,-89.6051,42.6755,1040,2020-06,4.87,59.5,70.3,81.1,57.8,2.06,20.72
Green,-89.6051,42.6755,1040,2020-07,4.32,65.6,75.1,84.6,65.4,1.63,19.83
Green,-89.6051,42.6755,1040,2020-08,2.55,60.7,71.2,81.6,60.2,1.57,19.19
Green,-89.6051,42.6755,1040,2020-09,6.19,51.4,60.8,70.1,52.1,0.96,12.42
Green,-89.6051,42.6755,1040,2020-10,3.03,36.4,46.1,55.8,34.9,1.04,9.54
Green,-89.6051,42.6755,1040,2020-11,1.66,32.5,42.7,52.8,33.5,0.84,7.27
Green,-89.6051,42.6755,1040,2020-12,1.92,19.1,27.0,35.0,21.5,0.38,2.78
Green,-89.6051,42.6755,1040,2021-01,1.87,15.6,22.3,28.9,19.1,0.25,1.40
Green,-89.6051,42.6755,1040,2021-02,0.95,3.8,12.8,21.7,7.4,0.27,1.80
Green,-89.6051,42.6755,1040,2021-03,1.57,29.5,39.1,48.6,29.3,0.82,6.30
Green,-89.6051,42.6755,1040,2021-04,2.03,38.5,48.6,58.8,34.2,1.43,11.07
Green,-89.6051,42.6755,1040,2021-05,2.91,48.6,58.0,67.5,44.5,1.75,13.66
Green,-89.6051,42.6755,1040,2021-06,4.11,62.6,72.7,82.7,57.7,2.60,23.26
Green,-89.6051,42.6755,1040,2021-07,3.23,62.8,72.0,81.3,63.6,1.34,16.60
Green,-89.6051,42.6755,1040,2021-08,3.74,63.4,73.4,83.5,62.9,1.82,19.46
Green,-89.6051,42.6755,1040,2021-09,0.84,54.5,66.2,77.9,52.9,1.68,19.84
Green,-89.6051,42.6755,1040,2021-10,5.10,48.4,57.0,65.6,48.1,0.85,10.06
Green,-89.6051,42.6755,1040,2021-11,0.40,28.0,36.9,45.9,26.3,0.86,5.74
Green,-89.6051,42.6755,1040,2021-12,1.77,23.7,31.6,39.4,24.6,0.50,3.68
Green,-89.6051,42.6755,1040,2022-01,0.54,4.5,13.6,22.7,8.5,0.30,1.50
Green,-89.6051,42.6755,1040,2022-02,0.63,11.5,20.7,29.9,13.8,0.46,2.34
Green,-89.6051,42.6755,1040,2022-03,3.92,26.0,35.1,44.1,26.0,0.63,5.21
Green,-89.6051,42.6755,1040,2022-04,4.23,34.3,42.7,51.1,32.2,0.94,7.11
Green,-89.6051,42.6755,1040,2022-05,4.00,51.4,61.1,70.8,48.8,2.03,15.37
Green,-89.6051,42.6755,1040,2022-06,3.97,58.4,68.9,79.4,55.1,2.55,20.37
Green,-89.6051,42.6755,1040,2022-07,7.19,63.1,72.5,81.8,61.9,2.10,18.08
Green,-89.6051,42.6755,1040,2022-08,4.54,60.5,69.9,79.3,63.3,0.47,13.79
Green,-89.6051,42.6755,1040,2022-09,4.72,53.8,63.0,72.3,55.0,1.07,12.73
Green,-89.6051,42.6755,1040,2022-10,1.27,38.1,49.7,61.3,38.1,0.97,11.36
Green,-89.6051,42.6755,1040,2022-11,2.83,29.7,39.0,48.2,31.1,0.71,5.86
Green,-89.6051,42.6755,1040,2022-12,3.21,15.6,22.8,30.0,18.2,0.33,1.72
Green,-89.6051,42.6755,1040,2023-01,2.36,22.5,27.2,31.8,24.5,0.16,1.20
Green,-89.6051,42.6755,1040,2023-02,3.19,17.2,26.0,34.7,20.7,0.38,2.70
Green,-89.6051,42.6755,1040,2023-03,2.25,25.5,33.5,41.5,25.6,0.46,4.32
Green,-89.6051,42.6755,1040,2023-04,2.48,36.3,48.0,59.6,34.1,1.27,11.64
Green,-89.6051,42.6755,1040,2023-05,2.73,48.5,60.0,71.4,42.3,2.62,17.98
Green,-89.6051,42.6755,1040,2023-06,1.91,57.1,69.5,81.8,52.3,2.57,25.36
Green,-89.6051,42.6755,1040,2023-07,3.65,62.3,72.4,82.4,60.7,1.91,20.74
Green,-89.6051,42.6755,1040,2023-08,1.06,61.8,71.5,81.2,61.4,1.38,18.36
Green,-89.6051,42.6755,1040,2023-09,2.99,56.5,66.0,75.4,56.6,0.90,15.14
Green,-89.6051,42.6755,1040,2023-10,4.09,43.7,53.0,62.3,44.7,0.71,9.60
Green,-89.6051,42.6755,1040,2023-11,0.90,28.1,37.5,47.0,29.2,0.61,5.88
Green,-89.6051,42.6755,1040,2023-12,1.90,28.5,34.2,40.0,30.6,0.28,2.36
Green,-89.6051,42.6755,1040,2024-01,2.33,16.2,21.2,26.2,19.0,0.17,0.87
Green,-89.6051,42.6755,1040,2024-02,0.69,23.8,34.5,45.2,26.4,0.44,5.57
Green,-89.6051,42.6755,1040,2024-03,4.43,29.1,39.3,49.5,28.4,0.77,6.77
Green,-89.6051,42.6755,1040,2024-04,5.15,38.9,48.7,58.6,39.7,0.62,8.71
Green,-89.6051,42.6755,1040,2024-05,4.83,51.2,62.2,73.3,52.3,0.69,13.86
Green,-89.6051,42.6755,1040,2024-06,7.67,61.2,70.6,80.0,60.0,1.69,17.31
Green,-89.6051,42.6755,1040,2024-07,6.53,62.3,71.1,80.0,63.0,0.71,15.22
Green,-89.6051,42.6755,1040,2024-08,2.96,61.4,70.8,80.3,62.5,0.85,16.04
Green,-89.6051,42.6755,1040,2024-09,1.62,53.8,66.2,78.6,53.9,1.13,20.47
Green,-89.6051,42.6755,1040,2024-10,1.00,42.3,55.1,67.8,40.5,1.52,15.01
Green,-89.6051,42.6755,1040,2024-11,2.94,34.2,41.7,49.1,37.1,0.30,3.70
Green,-89.6051,42.6755,1040,2024-12,1.15,18.9,26.4,33.9,21.2,0.30,2.41

Green Lake,-88.9704,43.7802,932,2010-01,0.67,9.3,16.5,23.7,12.1,0.24,1.29
Green Lake,-88.9704,43.7802,932,2010-02,0.83,11.5,20.4,29.3,15.3,0.28,2.24
Green Lake,-88.9704,43.7802,932,2010-03,0.76,24.9,36.1,47.4,26.4,0.39,6.48
Green Lake,-88.9704,43.7802,932,2010-04,4.26,37.7,49.9,62.0,35.4,1.17,13.02
Green Lake,-88.9704,43.7802,932,2010-05,3.58,46.9,58.5,70.1,46.1,0.72,16.44
Green Lake,-88.9704,43.7802,932,2010-06,6.57,56.9,66.6,76.3,58.3,0.71,14.44
Green Lake,-88.9704,43.7802,932,2010-07,7.27,62.0,71.8,81.7,63.3,0.50,17.27
Green Lake,-88.9704,43.7802,932,2010-08,3.00,60.6,71.0,81.3,63.3,0.43,16.28
Green Lake,-88.9704,43.7802,932,2010-09,2.63,48.0,58.5,69.0,51.5,0.46,11.13
Green Lake,-88.9704,43.7802,932,2010-10,2.65,36.9,50.1,63.4,38.7,0.43,12.37
Green Lake,-88.9704,43.7802,932,2010-11,1.06,27.6,36.5,45.5,29.0,0.48,5.01
Green Lake,-88.9704,43.7802,932,2010-12,1.40,9.6,17.4,25.2,14.5,0.17,1.23
Green Lake,-88.9704,43.7802,932,2011-01,0.97,5.2,13.5,21.9,9.9,0.19,1.38
Green Lake,-88.9704,43.7802,932,2011-02,1.84,9.3,18.0,26.7,14.1,0.25,1.91
Green Lake,-88.9704,43.7802,932,2011-03,2.92,19.3,28.2,37.0,21.4,0.28,3.36
Green Lake,-88.9704,43.7802,932,2011-04,3.98,33.4,42.1,50.7,33.1,0.45,6.67
Green Lake,-88.9704,43.7802,932,2011-05,2.32,44.2,54.2,64.1,43.5,0.77,11.19
Green Lake,-88.9704,43.7802,932,2011-06,2.88,55.2,65.4,75.6,54.8,1.60,16.49
Green Lake,-88.9704,43.7802,932,2011-07,3.98,62.2,73.3,84.4,63.6,1.27,20.43
Green Lake,-88.9704,43.7802,932,2011-08,1.66,56.6,68.5,80.3,59.7,0.45,18.47
Green Lake,-88.9704,43.7802,932,2011-09,3.59,46.5,57.7,68.8,50.3,0.31,12.25
Green Lake,-88.9704,43.7802,932,2011-10,1.28,37.8,50.1,62.4,39.7,0.51,12.34
Green Lake,-88.9704,43.7802,932,2011-11,4.37,29.6,37.4,45.3,31.3,0.46,4.26
Green Lake,-88.9704,43.7802,932,2011-12,1.37,22.5,29.5,36.5,22.9,0.46,2.89
Green Lake,-88.9704,43.7802,932,2012-01,1.18,16.1,24.3,32.5,17.3,0.45,2.83
Green Lake,-88.9704,43.7802,932,2012-02,1.09,21.0,29.0,37.0,20.5,0.44,3.58
Green Lake,-88.9704,43.7802,932,2012-03,3.25,37.4,47.4,57.5,37.5,0.96,9.89
Green Lake,-88.9704,43.7802,932,2012-04,3.54,35.1,45.9,56.7,32.2,0.90,9.84
Green Lake,-88.9704,43.7802,932,2012-05,6.97,49.3,61.1,73.0,46.7,1.75,17.92
Green Lake,-88.9704,43.7802,932,2012-06,1.14,56.3,69.2,82.1,52.2,2.71,25.99
Green Lake,-88.9704,43.7802,932,2012-07,2.66,64.0,76.4,88.8,62.1,2.02,29.52
Green Lake,-88.9704,43.7802,932,2012-08,2.57,57.2,68.7,80.1,56.5,1.24,20.81
Green Lake,-88.9704,43.7802,932,2012-09,1.06,45.5,59.2,72.9,46.1,0.83,18.09
Green Lake,-88.9704,43.7802,932,2012-10,5.34,36.4,47.0,57.7,37.2,0.64,8.35
Green Lake,-88.9704,43.7802,932,2012-11,0.76,27.9,36.4,44.9,28.0,0.66,5.03
Green Lake,-88.9704,43.7802,932,2012-12,2.33,23.0,28.7,34.5,24.3,0.39,2.08
Green Lake,-88.9704,43.7802,932,2013-01,2.25,11.1,19.4,27.7,13.6,0.38,1.86
Green Lake,-88.9704,43.7802,932,2013-02,1.99,9.6,18.3,26.9,13.2,0.28,1.88
Green Lake,-88.9704,43.7802,932,2013-03,2.09,15.8,24.6,33.5,17.4,0.41,3.04
Green Lake,-88.9704,43.7802,932,2013-04,4.42,33.1,41.1,49.2,29.8,0.91,6.63
Green Lake,-88.9704,43.7802,932,2013-05,5.73,46.0,57.1,68.3,44.4,1.33,14.58
Green Lake,-88.9704,43.7802,932,2013-06,5.65,55.6,65.2,74.9,55.9,0.85,14.44
Green Lake,-88.9704,43.7802,932,2013-07,2.72,58.6,69.0,79.5,59.2,0.94,18.27
Green Lake,-88.9704,43.7802,932,2013-08,1.81,55.5,67.6,79.7,58.1,0.62,18.49
Green Lake,-88.9704,43.7802,932,2013-09,1.73,47.6,60.8,73.9,52.8,0.29,15.05
Green Lake,-88.9704,43.7802,932,2013-10,2.00,36.9,47.7,58.6,40.0,0.30,8.94
Green Lake,-88.9704,43.7802,932,2013-11,2.90,23.9,32.3,40.6,25.8,0.43,3.45
Green Lake,-88.9704,43.7802,932,2013-12,1.09,5.2,14.0,22.8,10.8,0.16,1.38
Green Lake,-88.9704,43.7802,932,2014-01,0.81,-2.0,7.8,17.5,2.1,0.26,1.25
Green Lake,-88.9704,43.7802,932,2014-02,0.93,-2.9,7.7,18.3,1.9,0.23,1.60
Green Lake,-88.9704,43.7802,932,2014-03,1.25,12.6,22.7,32.9,14.8,0.48,3.43
Green Lake,-88.9704,43.7802,932,2014-04,6.47,31.0,41.7,52.5,30.8,0.57,8.24
Green Lake,-88.9704,43.7802,932,2014-05,3.10,44.8,56.3,67.8,44.0,0.91,14.39
Green Lake,-88.9704,43.7802,932,2014-06,9.36,58.7,68.4,78.1,57.3,1.41,16.86
Green Lake,-88.9704,43.7802,932,2014-07,2.15,54.9,65.6,76.3,56.8,1.04,15.41
Green Lake,-88.9704,43.7802,932,2014-08,4.32,57.8,68.2,78.7,60.4,0.86,15.50
Green Lake,-88.9704,43.7802,932,2014-09,2.09,47.2,59.0,70.8,51.7,0.23,12.70
Green Lake,-88.9704,43.7802,932,2014-10,3.32,36.4,46.6,56.9,39.8,0.19,7.34
Green Lake,-88.9704,43.7802,932,2014-11,1.65,20.2,27.5,34.8,21.8,0.32,2.74
Green Lake,-88.9704,43.7802,932,2014-12,1.17,20.8,26.7,32.6,22.6,0.25,1.63
Green Lake,-88.9704,43.7802,932,2015-01,0.46,10.7,17.6,24.4,11.5,0.39,1.69
Green Lake,-88.9704,43.7802,932,2015-02,0.42,-2.3,8.0,18.2,1.4,0.27,1.56
Green Lake,-88.9704,43.7802,932,2015-03,0.40,19.3,30.9,42.6,19.6,0.48,6.26
Green Lake,-88.9704,43.7802,932,2015-04,3.87,33.2,45.2,57.2,30.4,0.70,11.29
Green Lake,-88.9704,43.7802,932,2015-05,5.54,47.8,58.5,69.3,46.7,1.03,13.86
Green Lake,-88.9704,43.7802,932,2015-06,4.18,54.9,65.4,75.9,55.1,1.00,16.25
Green Lake,-88.9704,43.7802,932,2015-07,2.98,57.1,68.4,79.6,59.0,0.62,17.40
Green Lake,-88.9704,43.7802,932,2015-08,3.86,57.2,67.2,77.2,58.7,0.62,15.77
Green Lake,-88.9704,43.7802,932,2015-09,5.55,54.7,65.6,76.5,57.7,0.43,14.65
Green Lake,-88.9704,43.7802,932,2015-10,1.63,38.9,49.8,60.6,40.8,0.49,9.45
Green Lake,-88.9704,43.7802,932,2015-11,3.39,31.2,40.6,50.1,33.3,0.43,6.26
Green Lake,-88.9704,43.7802,932,2015-12,4.53,28.3,34.3,40.2,30.3,0.20,2.43
Green Lake,-88.9704,43.7802,932,2016-01,1.50,10.5,17.8,25.1,13.4,0.25,1.51
Green Lake,-88.9704,43.7802,932,2016-02,0.89,14.2,22.8,31.4,18.0,0.25,2.36
Green Lake,-88.9704,43.7802,932,2016-03,4.97,27.9,37.1,46.4,30.1,0.28,5.29
Green Lake,-88.9704,43.7802,932,2016-04,1.55,33.0,43.7,54.4,31.9,0.66,9.50
Green Lake,-88.9704,43.7802,932,2016-05,4.83,44.6,57.0,69.4,42.9,0.91,16.54
Green Lake,-88.9704,43.7802,932,2016-06,4.83,55.9,67.7,79.5,55.7,1.05,20.15
Green Lake,-88.9704,43.7802,932,2016-07,4.47,60.5,70.9,81.2,62.4,0.55,17.01
Green Lake,-88.9704,43.7802,932,2016-08,3.16,60.9,71.7,82.5,63.6,0.32,18.97
Green Lake,-88.9704,43.7802,932,2016-09,7.11,54.7,64.9,75.1,57.2,0.52,13.89
Green Lake,-88.9704,43.7802,932,2016-10,3.15,42.9,52.9,62.9,46.0,0.38,8.99
Green Lake,-88.9704,43.7802,932,2016-11,1.62,32.6,43.1,53.6,36.0,0.34,7.20
Green Lake,-88.9704,43.7802,932,2016-12,2.21,15.2,21.6,28.0,16.1,0.29,1.86
Green Lake,-88.9704,43.7802,932,2017-01,2.96,14.5,21.0,27.6,17.1,0.16,1.32
Green Lake,-88.9704,43.7802,932,2017-02,1.48,18.3,28.1,37.9,21.1,0.29,4.06
Green Lake,-88.9704,43.7802,932,2017-03,3.17,22.7,30.8,38.9,22.1,0.50,3.57
Green Lake,-88.9704,43.7802,932,2017-04,5.34,36.7,47.8,58.9,36.9,0.60,9.83
Green Lake,-88.9704,43.7802,932,2017-05,3.47,43.6,54.0,64.4,42.9,0.70,11.76
Green Lake,-88.9704,43.7802,932,2017-06,8.03,55.5,66.6,77.8,55.2,0.93,18.45
Green Lake,-88.9704,43.7802,932,2017-07,3.72,58.4,69.2,80.0,61.5,0.27,15.85
Green Lake,-88.9704,43.7802,932,2017-08,2.40,54.5,65.2,75.9,57.6,0.16,14.53
Green Lake,-88.9704,43.7802,932,2017-09,1.96,51.0,63.1,75.3,54.7,0.36,16.28
Green Lake,-88.9704,43.7802,932,2017-10,3.09,41.8,51.7,61.5,44.1,0.44,9.21
Green Lake,-88.9704,43.7802,932,2017-11,0.90,24.4,33.3,42.2,26.0,0.43,4.31
Green Lake,-88.9704,43.7802,932,2017-12,1.06,12.3,19.7,27.1,13.3,0.37,2.46
Green Lake,-88.9704,43.7802,932,2018-01,1.19,8.4,17.3,26.3,12.2,0.24,1.94
Green Lake,-88.9704,43.7802,932,2018-02,1.69,8.1,17.9,27.7,12.0,0.23,2.43
Green Lake,-88.9704,43.7802,932,2018-03,0.78,20.8,30.9,41.0,19.5,0.46,5.43
Green Lake,-88.9704,43.7802,932,2018-04,4.14,23.9,34.2,44.4,22.2,0.49,6.75
Green Lake,-88.9704,43.7802,932,2018-05,9.30,51.7,63.0,74.3,50.1,1.48,17.80
Green Lake,-88.9704,43.7802,932,2018-06,3.32,59.0,68.2,77.4,58.5,1.33,15.52
Green Lake,-88.9704,43.7802,932,2018-07,3.57,59.3,71.0,82.8,61.0,0.61,20.43
Green Lake,-88.9704,43.7802,932,2018-08,10.76,59.3,70.1,80.8,62.9,0.28,17.02
Green Lake,-88.9704,43.7802,932,2018-09,5.45,52.0,62.8,73.6,55.8,0.31,13.17
Green Lake,-88.9704,43.7802,932,2018-10,5.17,36.6,45.8,55.0,39.2,0.30,6.27
Green Lake,-88.9704,43.7802,932,2018-11,1.87,22.7,29.3,35.9,22.8,0.37,3.04
Green Lake,-88.9704,43.7802,932,2018-12,1.83,20.7,27.1,33.5,22.9,0.25,1.94
Green Lake,-88.9704,43.7802,932,2019-01,2.30,6.1,14.6,23.0,10.1,0.20,1.55
Green Lake,-88.9704,43.7802,932,2019-02,2.93,5.1,15.2,25.2,11.5,0.14,1.46
Green Lake,-88.9704,43.7802,932,2019-03,1.48,15.8,26.9,38.0,18.2,0.35,4.50
Green Lake,-88.9704,43.7802,932,2019-04,3.44,33.8,43.9,53.9,32.3,0.69,8.84
Green Lake,-88.9704,43.7802,932,2019-05,4.68,44.0,53.2,62.4,43.2,0.82,10.51
Green Lake,-88.9704,43.7802,932,2019-06,4.59,54.5,65.0,75.6,54.0,1.18,16.27
Green Lake,-88.9704,43.7802,932,2019-07,4.60,63.5,73.8,84.1,63.2,1.70,20.44
Green Lake,-88.9704,43.7802,932,2019-08,4.35,56.6,67.5,78.4,58.2,0.67,17.10
Green Lake,-88.9704,43.7802,932,2019-09,6.84,54.9,63.9,73.0,57.8,0.56,11.24
Green Lake,-88.9704,43.7802,932,2019-10,5.14,38.5,47.7,57.0,39.5,0.48,7.98
Green Lake,-88.9704,43.7802,932,2019-11,2.38,22.8,29.4,35.9,23.5,0.30,2.68
Green Lake,-88.9704,43.7802,932,2019-12,2.11,20.0,27.0,33.9,22.7,0.26,2.00
