County,Year,Month,solar_radiation,humidity,wind_speed,wind_speed_max,precip,temp_min,temp_mean,temp_max,dewpoint_mean,vpd_min,vpd_max
columbia,1999,4,15.82,76.06,3.6,10.02,7.11,38.6,48.8,59.0,38.0,0.69,9.52
columbia,1999,5,19.59,76.57,3.46,7.75,3.7,48.7,60.0,71.4,48.8,0.8,14.89
columbia,1999,6,21.0,78.73,2.6,6.56,4.68,57.2,68.4,79.6,59.3,0.65,17.16
columbia,1999,7,22.66,78.92,2.85,6.83,10.27,65.4,75.3,85.1,66.7,1.0,18.8
columbia,1999,8,18.41,75.07,2.55,6.49,2.72,57.7,67.9,78.2,60.9,0.46,14.3
columbia,1999,9,15.74,64.35,2.84,7.83,1.52,47.4,60.1,72.7,50.7,0.45,15.52
columbia,2000,4,16.41,67.07,3.61,9.45,3.39,34.0,45.4,56.8,31.8,0.79,10.56
columbia,2000,5,17.81,71.9,3.33,9.89,7.05,48.8,59.7,70.5,50.0,0.59,13.73
columbia,2000,6,19.99,77.23,3.3,7.63,7.9,56.8,65.8,74.9,57.2,1.13,13.37
columbia,2000,7,20.57,74.41,2.58,5.52,2.74,59.4,69.6,79.7,61.2,0.56,16.08
columbia,2000,8,18.89,71.48,2.46,6.05,3.69,59.8,70.4,80.9,62.7,0.38,17.32
columbia,2000,9,14.6,69.33,3.14,6.8,4.08,50.4,61.5,72.7,52.6,0.67,14.03
columbia,2001,4,17.55,74.09,4.23,12.92,3.48,39.0,50.0,60.9,37.4,1.02,10.89
columbia,2001,5,18.67,74.8,3.01,7.32,4.62,49.2,59.8,70.4,48.9,0.79,14.28
columbia,2001,6,20.93,78.48,2.61,7.81,7.22,56.7,66.6,76.5,56.9,0.88,17.13
columbia,2001,7,23.65,68.88,2.27,5.62,2.23,61.1,72.8,84.6,61.2,1.13,22.66
columbia,2001,8,18.94,70.09,2.41,5.93,5.07,61.9,72.2,82.5,63.6,0.79,18.27
columbia,2001,9,14.98,76.09,2.62,7.26,5.01,48.1,59.0,69.9,52.3,0.23,11.48
columbia,2002,4,14.9,76.73,3.72,9.13,4.27,36.7,46.1,55.5,35.8,0.91,9.59
columbia,2002,5,20.6,73.88,3.5,9.58,2.75,43.5,54.1,64.7,41.7,1.13,12.27
columbia,2002,6,21.24,79.19,2.79,6.32,4.16,58.7,69.1,79.4,59.2,1.1,17.46
columbia,2002,7,22.72,67.78,2.59,5.61,1.16,63.4,74.5,85.6,64.4,1.08,21.67
columbia,2002,8,19.97,66.31,2.36,6.94,2.48,59.0,70.4,81.7,61.7,0.49,18.69
columbia,2002,9,16.07,67.15,2.73,7.49,2.81,51.8,64.4,76.9,55.6,0.36,17.09
columbia,2003,4,16.5,70.37,3.99,9.2,1.52,33.4,44.8,56.2,31.0,1.29,11.2
columbia,2003,5,20.23,71.54,3.24,11.19,5.71,45.5,56.1,66.7,43.3,1.02,13.38
columbia,2003,6,22.09,67.01,2.42,6.87,2.59,53.9,65.3,76.7,53.2,1.23,18.19
columbia,2003,7,21.96,63.9,2.65,6.91,4.02,60.1,70.7,81.4,61.2,0.95,18.34
columbia,2003,8,20.11,63.34,2.45,6.18,2.01,60.5,72.6,84.6,62.7,0.75,21.86
columbia,2003,9,15.49,65.16,3.11,7.12,3.67,50.0,61.7,73.4,51.6,0.78,16.73
columbia,2004,4,17.09,75.25,3.65,10.33,1.88,35.0,47.4,59.8,33.7,0.99,11.85
columbia,2004,5,17.14,81.27,3.18,7.17,10.43,45.6,56.5,67.3,47.5,0.8,11.0
columbia,2004,6,21.63,80.87,2.63,6.13,6.67,55.1,65.1,75.2,55.3,1.13,14.99
columbia,2004,7,20.0,81.61,2.27,5.98,3.87,59.4,69.5,79.5,60.0,1.06,16.84
columbia,2004,8,17.68,78.39,2.49,6.42,3.89,55.0,64.9,74.9,55.6,1.06,14.35
columbia,2004,9,17.87,68.8,2.77,7.64,0.68,52.7,64.9,77.2,53.9,1.1,18.01
columbia,2005,4,18.04,69.01,3.45,7.75,0.96,37.5,50.4,63.2,33.6,1.42,14.26
columbia,2005,5,19.14,69.78,3.32,7.04,4.92,44.5,55.0,65.6,42.0,1.15,13.44
columbia,2005,6,23.22,67.55,2.94,7.34,1.72,60.7,72.3,84.0,60.1,1.55,22.94
columbia,2005,7,22.44,61.15,2.44,5.91,4.45,60.5,72.4,84.2,60.9,1.26,22.96
columbia,2005,8,20.56,60.33,2.38,6.27,2.15,58.8,70.5,82.3,60.5,0.78,20.74
columbia,2005,9,15.47,64.3,2.86,7.53,3.0,53.3,66.2,79.0,55.8,0.8,19.45
columbia,2006,4,17.39,72.81,3.95,9.07,4.5,38.0,50.4,62.9,35.7,0.9,13.32
columbia,2006,5,18.72,77.57,3.2,9.97,4.31,47.8,58.0,68.3,48.1,0.86,12.96
columbia,2006,6,22.3,71.03,2.58,7.14,5.05,54.9,66.6,78.2,55.0,1.11,18.64
columbia,2006,7,22.57,65.71,2.59,6.26,4.21,62.6,73.9,85.3,63.8,0.94,21.93
columbia,2006,8,17.9,64.58,2.4,6.69,4.79,59.6,70.3,81.0,61.0,0.85,18.6
columbia,2006,9,13.34,74.01,2.96,6.81,4.73,47.4,58.0,68.7,50.6,0.35,12.09
columbia,2007,4,16.99,76.42,3.86,10.02,3.72,33.9,44.4,54.8,31.6,0.7,10.33
columbia,2007,5,21.29,73.05,3.5,8.98,1.86,48.7,61.3,73.9,46.0,1.75,18.51
columbia,2007,6,23.22,70.69,2.59,8.45,1.54,56.1,68.6,81.0,56.8,0.87,21.44
columbia,2007,7,24.0,62.45,2.43,6.63,2.32,58.7,71.2,83.8,58.7,1.2,23.48
columbia,2007,8,16.32,76.12,2.47,6.08,10.61,60.9,70.9,80.8,62.7,0.54,17.46
columbia,2007,9,16.38,77.04,2.96,7.5,2.92,50.8,63.0,75.2,53.4,0.86,16.29
columbia,2008,4,15.64,81.85,3.7,10.57,6.64,35.8,46.0,56.3,35.1,0.63,9.38
columbia,2008,5,21.03,76.64,3.21,7.27,2.63,41.7,54.3,66.9,40.8,0.89,14.44
columbia,2008,6,20.73,81.6,2.99,9.02,16.18,57.0,67.3,77.7,57.1,0.84,17.56
columbia,2008,7,22.51,82.29,2.42,6.78,3.99,59.5,70.9,82.4,61.5,0.6,19.27
columbia,2008,8,20.69,77.84,2.13,5.15,1.43,56.1,68.5,80.9,59.3,0.49,19.61
columbia,2008,9,13.85,78.94,2.58,5.87,2.19,51.6,62.7,73.8,54.6,0.52,15.02
columbia,2009,4,17.38,75.97,3.74,8.54,3.69,33.1,44.5,56.0,29.2,0.98,10.33
columbia,2009,5,21.08,75.07,3.4,8.25,3.19,46.7,57.7,68.7,43.2,1.43,15.08
columbia,2009,6,20.92,77.92,2.51,7.12,3.97,55.8,66.4,76.9,55.0,1.14,17.74
columbia,2009,7,20.31,71.88,2.49,6.06,1.67,54.3,65.0,75.7,55.3,0.67,16.23
columbia,2009,8,18.58,73.52,2.86,6.93,3.08,56.4,66.9,77.4,59.0,0.62,15.58
columbia,2009,9,15.81,69.86,1.91,9.88,1.91,48.7,62.0,75.4,53.6,0.16,16.89
columbia,2010,4,17.93,73.78,3.97,9.05,4.21,38.6,51.2,63.9,36.1,1.24,14.17
columbia,2010,5,21.17,74.55,3.1,8.84,4.56,48.1,59.7,71.2,46.6,0.96,17.52
columbia,2010,6,19.79,81.06,2.69,7.38,6.63,57.5,67.9,78.3,59.2,0.7,15.79
columbia,2010,7,21.97,81.85,2.49,6.7,9.62,63.6,73.5,83.5,63.6,1.23,19.59
columbia,2010,8,19.75,81.85,2.52,5.63,5.11,62.3,72.7,83.2,63.6,1.08,18.99
columbia,2010,9,13.97,80.3,3.07,9.04,3.18,48.9,59.8,70.6,51.8,0.67,12.61
columbia,2011,4,13.47,82.17,3.84,9.78,4.98,34.3,43.6,52.9,33.8,0.48,7.8
columbia,2011,5,17.93,80.18,3.52,8.44,2.89,44.9,55.8,66.8,44.1,0.86,13.15
columbia,2011,6,20.3,79.61,2.96,7.01,3.48,56.0,66.9,77.8,55.4,1.62,18.78
columbia,2011,7,21.89,77.04,2.27,6.99,3.05,63.8,75.1,86.4,63.9,1.74,23.56
columbia,2011,8,20.34,71.11,2.17,6.61,2.85,57.9,70.1,82.2,59.6,0.83,21.3
columbia,2011,9,14.69,71.62,2.85,9.68,3.65,47.0,58.5,70.0,49.9,0.44,13.56
columbia,2012,4,18.33,72.54,3.58,9.86,3.4,34.7,46.4,58.1,32.8,0.76,10.51
columbia,2012,5,21.81,73.71,3.28,8.76,3.41,48.8,61.8,74.8,46.6,1.61,19.92
columbia,2012,6,25.7,60.34,2.96,7.32,0.43,56.3,69.9,83.5,51.9,2.81,28.25
columbia,2012,7,22.92,57.18,2.36,5.85,2.73,64.7,78.0,91.4,61.8,2.29,34.6
columbia,2012,8,20.15,57.71,2.3,6.76,2.38,56.7,69.5,82.3,56.1,1.24,24.2
columbia,2012,9,17.21,61.57,2.76,9.1,1.46,45.2,59.6,74.0,45.9,0.85,19.24
columbia,2013,4,15.43,80.67,3.99,8.68,5.95,32.3,41.5,50.8,30.4,0.64,7.22
columbia,2013,5,19.2,80.53,3.03,8.19,6.55,46.6,58.4,70.3,45.1,1.32,16.56
columbia,2013,6,20.36,83.0,2.57,7.56,8.79,56.1,66.7,77.3,56.3,0.9,17.58
columbia,2013,7,22.57,81.56,2.39,6.68,1.86,59.7,70.8,81.9,59.6,1.31,21.02
columbia,2013,8,20.1,76.87,2.24,5.56,0.86,56.9,69.4,81.8,58.4,1.06,21.63
columbia,2013,9,16.59,74.64,2.76,7.75,3.86,49.1,62.6,76.1,52.9,0.6,17.87
columbia,2014,4,14.98,77.25,4.02,9.01,7.37,32.0,43.0,54.1,31.4,0.7,8.9
columbia,2014,5,20.43,77.79,2.99,7.28,1.96,47.0,57.9,68.8,44.3,1.47,15.37
columbia,2014,6,21.63,80.2,2.87,8.78,8.57,58.9,69.4,79.9,57.8,1.34,19.04
columbia,2014,7,21.31,77.81,2.74,5.72,2.2,56.3,67.1,77.9,57.0,1.34,17.22
columbia,2014,8,18.58,78.11,2.07,6.18,5.03,59.0,70.1,81.2,60.8,1.03,18.14
columbia,2014,9,15.47,75.27,2.69,7.93,1.53,48.3,60.5,72.8,51.7,0.53,15.12
columbia,2015,4,18.96,69.33,3.74,9.69,4.32,34.7,47.3,59.9,30.9,0.94,13.06
columbia,2015,5,18.93,74.21,3.49,8.09,7.26,48.6,59.4,70.2,47.6,1.02,14.39
columbia,2015,6,21.2,76.03,2.67,7.59,4.53,55.4,66.0,76.7,55.8,0.97,16.84
columbia,2015,7,22.75,70.9,2.5,6.67,5.04,58.4,69.5,80.6,59.5,0.92,18.8
columbia,2015,8,17.62,68.63,2.69,7.39,3.25,58.2,68.5,78.8,58.7,0.92,18.22
columbia,2015,9,16.35,73.96,2.72,6.06,4.88,55.5,66.7,77.9,57.6,0.69,16.68
columbia,2016,4,15.87,79.42,3.67,9.88,1.33,34.8,45.5,56.2,32.8,0.92,10.43
columbia,2016,5,21.59,74.94,2.94,7.1,4.26,45.8,58.1,70.4,43.7,1.03,17.51
columbia,2016,6,24.41,77.4,2.74,6.85,4.17,57.2,68.8,80.4,56.5,1.25,20.83
columbia,2016,7,21.85,78.19,2.46,6.58,5.25,61.9,71.9,81.8,63.0,0.79,17.48
columbia,2016,8,19.2,78.46,2.28,6.26,6.04,61.9,71.7,81.5,64.2,0.42,16.46
columbia,2016,9,13.93,81.68,3.02,7.39,8.18,55.4,65.3,75.1,57.4,0.55,13.72
columbia,2017,4,15.1,80.58,3.68,8.21,6.03,38.6,49.5,60.4,37.6,0.94,10.76
columbia,2017,5,19.59,79.84,3.15,7.67,3.18,45.1,55.7,66.2,44.1,0.81,12.93
columbia,2017,6,23.23,79.52,2.93,7.82,7.35,57.2,68.2,79.3,55.5,1.59,20.3
columbia,2017,7,22.65,81.89,2.23,4.39,4.64,60.0,70.6,81.1,62.2,0.56,16.98
columbia,2017,8,18.31,79.18,2.44,7.32,2.83,55.9,66.6,77.2,58.0,0.45,16.01
columbia,2017,9,16.46,74.26,2.54,5.96,0.98,51.6,64.1,76.6,54.6,0.43,17.98
columbia,2018,4,17.75,74.0,3.49,11.2,3.7,25.7,36.1,46.5,23.2,0.65,7.71
columbia,2018,5,19.82,78.61,2.68,7.05,9.81,52.9,64.2,75.5,51.3,1.53,18.92
columbia,2018,6,19.98,81.15,2.95,6.35,7.4,60.1,69.1,78.1,59.7,1.32,15.63
columbia,2018,7,23.09,74.33,2.31,6.07,3.64,60.7,71.9,83.2,61.6,0.88,20.71
columbia,2018,8,16.83,76.65,2.38,6.94,11.31,61.0,71.0,81.1,63.5,0.52,16.8
columbia,2018,9,14.13,84.99,2.54,8.55,5.52,53.1,63.6,74.1,56.1,0.45,13.57
columbia,2019,4,14.9,82.63,3.69,10.32,3.57,35.7,45.7,55.7,33.2,0.91,9.65
columbia,2019,5,17.41,83.18,2.99,8.63,5.63,44.5,54.4,64.2,44.7,0.67,11.26
columbia,2019,6,19.69,82.28,2.44,6.99,4.96,55.3,66.0,76.8,55.1,1.11,16.95
columbia,2019,7,23.54,82.33,2.36,5.81,4.87,63.6,74.0,84.4,64.1,1.28,20.07
columbia,2019,8,19.35,79.74,2.11,6.95,5.17,57.2,67.8,78.3,58.8,0.59,16.26
columbia,2019,9,12.53,84.78,3.04,7.0,6.7,55.7,64.6,73.6,58.3,0.64,11.55
columbia,2020,4,17.23,80.85,3.57,8.72,1.93,32.7,43.2,53.8,30.9,0.75,8.46
columbia,2020,5,20.41,80.07,3.1,8.56,4.48,45.4,55.8,66.3,42.8,0.95,12.87
columbia,2020,6,24.05,79.67,2.75,8.06,3.4,57.2,68.8,80.5,56.3,1.31,20.35
columbia,2020,7,23.28,80.78,2.28,5.66,6.23,63.8,74.3,84.8,65.2,0.71,20.3
columbia,2020,8,20.16,76.28,2.34,6.03,4.22,58.3,70.0,81.6,60.6,0.5,18.79
columbia,2020,9,12.62,80.56,3.0,7.14,4.1,49.9,59.5,69.0,51.9,0.62,11.41
columbia,2021,4,16.88,74.49,3.21,6.81,1.67,36.7,47.4,58.1,34.0,1.05,10.62
columbia,2021,5,19.39,72.7,3.14,8.6,3.37,46.0,56.8,67.6,44.2,1.12,13.76
columbia,2021,6,23.25,71.59,2.61,7.12,3.92,60.1,71.1,82.2,58.5,1.71,21.64
columbia,2021,7,20.58,71.11,2.4,6.8,2.42,60.1,70.9,81.7,62.2,1.14,18.0
columbia,2021,8,18.77,74.42,2.19,6.59,4.32,59.8,71.2,82.6,63.1,0.76,17.17
columbia,2021,9,15.77,70.03,2.81,6.51,2.29,50.2,62.8,75.4,53.3,0.58,15.94
columbia,2022,4,14.66,74.53,4.33,10.72,3.12,32.8,41.5,50.3,31.1,0.74,7.22
columbia,2022,5,18.21,75.77,3.27,9.04,2.74,48.6,59.5,70.4,47.6,1.26,15.46
columbia,2022,6,23.31,73.16,2.88,7.45,5.14,55.8,67.2,78.6,55.1,1.5,19.3
columbia,2022,7,22.22,67.92,2.63,7.17,3.29,59.5,70.8,82.1,61.5,0.67,18.91
columbia,2022,8,18.18,71.96,2.36,6.04,3.87,58.5,69.0,79.4,61.9,0.37,15.42
columbia,2022,9,14.18,74.89,2.74,6.37,3.94,51.6,61.7,71.7,54.8,0.43,11.74
columbia,2023,4,16.07,78.53,3.93,10.33,3.99,35.5,46.8,58.1,33.5,1.16,11.29
columbia,2023,5,21.63,69.89,2.78,8.19,1.54,45.7,58.5,71.4,42.2,1.5,18.4
columbia,2023,6,22.99,68.12,2.31,6.85,1.26,55.5,68.6,81.7,53.2,1.55,24.96
columbia,2023,7,22.83,64.78,2.19,5.95,4.19,59.2,71.1,83.0,59.9,0.77,22.19
columbia,2023,8,20.48,65.43,2.5,7.0,2.79,58.2,69.8,81.5,60.6,0.5,19.11
columbia,2023,9,13.43,69.15,2.67,5.82,2.55,54.5,65.2,76.0,56.8,0.69,15.39
columbia,2024,4,16.83,75.33,4.16,10.81,4.77,36.6,47.5,58.3,35.8,0.76,10.58
columbia,2024,5,20.67,73.67,3.14,8.31,7.06,49.1,60.8,72.5,48.9,1.11,15.63
columbia,2024,6,20.39,79.35,3.08,7.08,11.96,59.0,68.8,78.7,59.5,1.2,15.84
columbia,2024,7,21.57,80.86,1.96,6.05,8.31,60.5,70.7,80.9,62.6,0.35,16.66
columbia,2024,8,18.89,77.77,2.28,6.43,3.54,59.0,69.7,80.5,61.9,0.49,16.59
columbia,2024,9,17.24,66.17,2.28,6.22,5.16,50.8,64.8,78.7,54.5,0.38,19.81
crawford,1984,4,16.59,76.63,4.32,11.2,5.11,36.8,46.8,56.8,31.8,1.59,9.98
crawford,1984,5,17.79,75.16,3.22,9.13,4.39,43.4,54.0,64.5,41.8,1.36,12.01
crawford,1984,6,21.37,80.47,3.24,8.81,3.53,58.0,68.8,79.7,58.5,1.31,17.2
crawford,1984,7,21.87,75.89,2.47,7.19,2.42,58.3,70.0,81.7,59.5,1.02,19.39
crawford,1984,8,18.35,64.9,2.22,6.35,2.62,60.2,72.2,84.2,61.8,1.03,20.64
crawford,1984,9,14.61,64.34,3.0,8.52,1.99,48.2,60.3,72.5,49.6,0.94,15.41
crawford,1985,4,18.06,78.9,3.69,8.13,3.6,40.3,51.1,61.9,37.7,1.78,12.33
crawford,1985,5,21.71,73.67,3.4,9.68,1.68,49.7,61.9,74.2,46.8,2.18,18.04
crawford,1985,6,21.81,72.04,2.99,7.63,1.48,52.4,64.4,76.3,50.9,1.71,18.51
crawford,1985,7,21.59,60.27,2.67,7.24,3.09,58.5,71.6,84.7,59.1,1.36,23.86
crawford,1985,8,17.94,66.23,2.61,7.19,4.25,55.7,66.7,77.8,58.5,0.54,15.7
crawford,1985,9,12.55,75.95,2.97,7.14,7.12,52.8,61.8,70.9,55.1,0.66,10.85
crawford,1986,4,16.3,78.58,3.99,9.55,2.38,39.4,50.6,61.9,37.0,1.34,11.85
crawford,1986,5,19.58,78.04,2.99,8.15,2.98,48.7,59.3,70.0,49.1,0.97,12.58
crawford,1986,6,20.31,80.23,2.87,6.44,3.12,57.0,68.1,79.3,57.4,1.47,17.33
crawford,1986,7,20.3,81.1,2.58,6.96,3.77,63.0,72.8,82.7,65.6,0.51,16.49
crawford,1986,8,18.95,71.78,2.57,7.08,3.05,54.1,65.4,76.7,57.2,0.5,14.9
crawford,1986,9,11.13,81.04,2.82,7.2,6.33,53.2,61.8,70.3,56.3,0.22,9.76
crawford,1987,4,18.43,73.01,3.24,8.49,2.96,36.7,49.7,62.7,35.0,0.99,13.3
crawford,1987,5,20.74,75.72,3.12,6.76,3.59,48.8,60.8,72.7,48.5,0.86,15.7
crawford,1987,6,23.82,69.08,2.65,6.71,2.41,58.6,70.4,82.1,58.1,1.5,21.2
crawford,1987,7,21.07,72.99,2.56,6.27,6.32,63.4,73.9,84.4,65.7,0.52,17.98
crawford,1987,8,16.71,78.18,2.49,6.24,5.83,59.5,68.5,77.6,62.1,0.51,12.6
crawford,1987,9,14.18,77.98,2.4,6.28,2.55,50.5,61.1,71.6,53.8,0.26,12.17
crawford,1988,4,17.07,69.82,3.54,9.92,1.52,34.7,46.5,58.4,30.0,1.38,11.29
crawford,1988,5,22.69,65.63,3.1,8.66,1.42,46.5,61.2,75.8,43.5,1.98,20.84
crawford,1988,6,25.24,47.68,3.08,7.29,0.72,55.1,70.3,85.6,52.6,2.44,28.88
crawford,1988,7,23.5,48.1,2.33,5.35,1.64,60.6,74.3,88.0,60.2,1.36,28.54
crawford,1988,8,19.45,54.3,2.97,7.08,4.32,61.8,73.9,86.1,62.4,1.28,24.61
crawford,1988,9,13.61,61.43,3.22,9.69,5.23,49.5,62.2,74.8,51.9,0.52,16.23
crawford,1989,4,16.73,71.18,3.42,8.44,2.03,32.3,43.7,55.2,31.8,0.66,9.07
crawford,1989,5,19.87,70.74,2.85,8.98,2.02,45.5,56.6,67.6,42.6,1.52,14.34
crawford,1989,6,21.92,65.49,2.54,5.48,1.52,54.0,65.3,76.5,54.8,1.06,16.91
crawford,1989,7,22.06,61.85,2.33,5.91,3.25,61.3,72.6,84.0,62.3,1.19,20.84
crawford,1989,8,18.9,66.24,2.32,6.06,4.35,58.0,69.1,80.1,60.8,0.33,16.26
crawford,1989,9,15.94,70.8,2.56,9.42,1.92,47.7,58.9,70.2,50.2,0.51,11.63
crawford,1990,4,18.25,72.96,3.75,9.06,2.85,35.2,46.4,57.6,34.9,0.75,9.76
crawford,1990,5,18.2,75.23,3.2,9.48,4.29,43.2,53.7,64.3,43.5,0.88,10.76
crawford,1990,6,20.43,80.13,3.34,10.03,7.8,57.0,66.9,76.8,58.0,0.71,14.87
crawford,1990,7,20.89,77.53,2.76,6.43,2.51,60.3,70.3,80.3,61.9,0.98,16.06
crawford,1990,8,19.0,78.8,2.48,5.78,7.8,59.1,69.2,79.4,62.4,0.15,14.16
crawford,1990,9,14.48,76.08,2.71,7.52,0.65,53.4,63.6,73.7,55.7,0.55,13.28
crawford,1991,4,14.92,76.93,3.82,9.29,5.93,38.4,48.9,59.5,38.4,0.51,10.31
crawford,1991,5,15.81,84.04,3.0,7.63,4.86,52.6,61.7,70.8,54.6,0.27,11.83
crawford,1991,6,22.84,78.32,2.46,6.79,3.54,60.7,71.0,81.3,60.6,1.24,18.04
crawford,1991,7,21.82,72.08,2.43,5.57,2.91,60.1,70.5,80.9,61.5,0.56,17.25
crawford,1991,8,18.94,68.37,2.43,6.01,3.1,59.5,69.7,79.9,61.5,0.57,16.25
crawford,1991,9,13.45,71.46,2.93,7.62,5.34,49.5,59.5,69.5,51.1,0.66,11.55
crawford,1992,4,13.09,81.5,3.46,8.4,3.47,34.4,42.9,51.4,33.9,0.63,6.34
crawford,1992,5,22.62,72.48,2.64,7.83,1.59,43.9,57.1,70.3,42.1,1.22,16.48
crawford,1992,6,21.94,70.86,2.08,7.74,2.56,52.1,63.9,75.7,50.8,1.36,18.27
crawford,1992,7,18.28,78.51,2.25,5.7,5.23,56.1,65.3,74.5,58.9,0.28,11.85
crawford,1992,8,19.65,69.99,2.24,6.4,2.61,52.5,63.9,75.3,56.1,0.41,14.12
crawford,1992,9,12.79,76.93,2.87,7.2,7.57,48.2,58.2,68.2,51.8,0.4,9.44
crawford,1993,4,15.5,81.44,3.58,9.61,5.42,32.1,41.7,51.3,32.9,0.57,6.85
crawford,1993,5,16.34,82.37,3.06,8.1,5.57,47.0,56.8,66.7,48.0,0.44,10.97
crawford,1993,6,19.55,83.24,2.91,8.12,7.7,54.6,64.2,73.8,55.5,0.82,13.46
crawford,1993,7,17.89,87.18,2.76,7.77,6.45,61.0,69.3,77.6,63.3,0.13,12.33
crawford,1993,8,17.73,85.56,2.27,5.6,7.08,61.4,70.0,78.7,63.4,0.56,12.92
crawford,1993,9,12.0,83.12,2.83,8.91,2.26,45.8,55.0,64.2,48.9,0.56,9.06
crawford,1994,4,16.7,75.67,3.82,10.33,3.16,34.1,45.9,57.8,31.4,1.03,11.3
crawford,1994,5,23.2,74.49,2.6,7.29,2.3,44.4,57.1,69.8,43.0,1.09,15.94
crawford,1994,6,22.96,77.49,2.61,6.83,4.41,56.7,68.4,80.0,58.1,0.68,18.14
crawford,1994,7,19.75,81.3,2.47,6.39,6.04,59.3,68.5,77.7,61.5,0.72,12.69
crawford,1994,8,17.88,80.27,2.38,5.47,3.5,55.1,65.2,75.4,59.6,0.28,11.51
crawford,1994,9,13.71,80.41,2.5,6.4,3.84,53.1,62.8,72.4,55.6,0.12,12.02
crawford,1995,4,15.08,75.66,3.74,9.48,5.07,31.3,41.2,51.1,31.4,0.54,7.13
crawford,1995,5,18.75,75.99,3.22,9.36,4.07,43.9,55.0,66.0,44.6,0.45,12.12
crawford,1995,6,22.48,78.26,2.09,6.1,3.18,58.6,69.6,80.6,60.0,0.42,18.52
crawford,1995,7,21.8,75.99,2.8,7.12,3.09,61.5,71.8,82.2,63.7,0.46,17.36
crawford,1995,8,16.68,75.95,2.33,5.78,4.57,66.4,75.2,84.0,68.9,0.42,14.26
crawford,1995,9,14.88,66.76,2.8,7.5,1.08,45.9,57.9,69.9,49.7,0.3,13.36
crawford,1996,4,18.02,71.58,3.68,8.66,2.27,30.5,41.8,53.1,30.2,0.69,8.85
crawford,1996,5,16.38,78.43,3.18,7.38,2.8,44.0,53.4,62.7,44.4,0.69,9.53
crawford,1996,6,19.03,82.18,2.52,6.36,6.04,56.9,66.4,75.9,59.3,0.53,13.61
crawford,1996,7,21.62,74.9,2.38,6.6,1.92,56.5,67.8,79.1,59.2,0.5,16.77
crawford,1996,8,20.36,69.78,2.22,6.26,1.98,57.0,68.4,79.8,62.0,0.1,14.97
crawford,1996,9,15.38,66.21,2.58,7.08,1.79,49.0,60.1,71.1,52.9,0.1,12.67
crawford,1997,4,17.81,72.55,3.23,11.87,1.31,31.0,42.5,54.1,31.5,0.43,9.05
crawford,1997,5,19.93,72.5,3.63,8.97,3.68,39.7,51.0,62.3,39.5,0.69,11.28
crawford,1997,6,24.2,76.76,2.28,7.94,3.54,56.1,67.9,79.6,57.8,0.55,18.19
crawford,1997,7,20.63,76.34,2.6,8.04,8.18,60.5,69.8,79.2,63.3,0.57,13.28
crawford,1997,8,16.63,74.68,2.29,5.97,3.03,56.9,66.0,75.1,60.6,0.49,11.0
crawford,1997,9,14.48,73.29,2.73,9.58,2.31,50.7,61.1,71.5,55.4,0.31,10.83
crawford,1998,4,17.6,76.59,3.44,10.6,2.77,37.5,48.2,58.9,36.7,0.76,10.12
crawford,1998,5,21.18,76.89,2.94,7.46,3.35,50.3,62.6,74.8,53.3,0.45,16.19
crawford,1998,6,19.57,80.81,2.67,7.88,10.11,55.5,65.3,75.2,58.1,0.12,13.46
crawford,1998,7,23.32,77.83,2.08,5.29,2.97,60.4,70.7,81.0,63.2,0.62,15.87
crawford,1998,8,17.76,81.0,2.11,5.58,6.39,61.5,70.6,79.8,64.8,0.33,12.58
crawford,1998,9,16.82,73.74,2.29,7.43,1.74,52.6,64.9,77.2,57.3,0.14,15.74
crawford,1999,4,15.44,77.83,3.78,11.28,7.34,38.7,48.7,58.7,39.3,0.53,8.6
crawford,1999,5,19.2,78.64,3.35,8.17,4.84,48.3,59.1,69.9,49.6,0.41,12.9
crawford,1999,6,21.51,81.04,2.56,6.06,3.61,57.8,67.7,77.7,58.7,1.04,14.96
crawford,1999,7,22.59,80.42,2.72,6.55,9.08,65.2,74.7,84.2,67.4,0.8,16.21
crawford,1999,8,18.51,78.88,2.41,5.85,2.51,58.1,67.8,77.5,61.4,0.32,12.78
crawford,1999,9,15.7,67.43,2.75,7.13,1.17,46.8,59.3,71.9,50.5,0.31,14.68
crawford,2000,4,16.98,68.2,3.48,9.3,1.93,34.1,45.9,57.7,32.8,0.74,10.83
crawford,2000,5,18.01,72.57,3.17,8.84,5.68,48.0,58.8,69.7,49.8,0.27,12.71
crawford,2000,6,20.27,77.71,3.2,7.12,9.78,55.6,65.0,74.4,56.8,0.82,13.07
crawford,2000,7,20.45,77.84,2.48,5.41,4.63,60.8,69.8,78.9,62.4,0.69,13.88
crawford,2000,8,18.76,71.63,2.37,6.02,3.98,60.1,69.7,79.3,63.1,0.26,13.93
crawford,2000,9,14.99,66.58,3.06,6.93,2.24,50.1,61.1,72.1,52.2,0.67,13.73
crawford,2001,4,16.99,75.63,4.17,13.26,4.38,38.4,49.4,60.5,38.4,0.97,10.31
crawford,2001,5,18.94,77.24,3.05,6.82,6.72,49.2,59.1,69.1,49.6,0.61,12.78
crawford,2001,6,21.03,79.45,2.66,7.25,4.73,55.5,65.0,74.5,57.0,0.61,14.32
crawford,2001,7,23.61,69.93,2.19,5.55,1.74,60.8,72.0,83.2,62.8,0.45,19.0
