County,Year,Month,solar_radiation,humidity,wind_speed,wind_speed_max
buffalo,2012,8,19.99,57.81,2.47,6.71
buffalo,2012,9,16.96,56.28,2.71,7.97
buffalo,2013,4,14.93,79.47,3.84,8.24
buffalo,2013,5,17.32,81.76,3.35,8.06
buffalo,2013,6,18.75,83.85,2.63,6.81
buffalo,2013,7,22.93,79.89,2.62,6.04
buffalo,2013,8,20.18,72.62,2.36,6.13
buffalo,2013,9,15.94,68.88,3.19,7.58
buffalo,2014,4,14.66,78.06,4.17,9.61
buffalo,2014,5,19.83,78.72,2.92,7.4
buffalo,2014,6,20.54,81.3,2.89,7.42
buffalo,2014,7,21.77,78.76,2.82,6.16
buffalo,2014,8,18.32,77.34,2.2,6.95
buffalo,2014,9,14.59,79.05,2.84,9.14
buffalo,2015,4,18.8,69.04,3.84,8.91
buffalo,2015,5,18.11,75.38,3.41,7.53
buffalo,2015,6,22.06,78.11,2.58,7.23
buffalo,2015,7,23.17,74.86,2.54,7.78
buffalo,2015,8,17.6,72.85,2.79,7.72
buffalo,2015,9,15.11,75.62,2.75,7.54
buffalo,2016,4,15.94,76.93,3.94,10.9
buffalo,2016,5,21.69,72.25,2.79,7.14
buffalo,2016,6,23.96,78.42,2.82,6.88
buffalo,2016,7,22.77,77.76,2.55,7.07
buffalo,2016,8,19.29,80.01,2.29,7.3
buffalo,2016,9,14.0,83.4,3.11,7.8
buffalo,2017,4,14.34,80.76,3.3,8.24
buffalo,2017,5,19.69,79.75,2.98,7.18
buffalo,2017,6,23.07,78.37,2.82,8.0
buffalo,2017,7,22.9,80.87,2.18,5.61
buffalo,2017,8,17.76,80.84,2.49,6.64
buffalo,2017,9,15.57,77.54,2.82,5.86
buffalo,2018,4,18.94,74.87,3.28,11.17
buffalo,2018,5,20.42,76.63,2.54,6.66
buffalo,2018,6,20.11,80.99,2.94,6.62
buffalo,2018,7,23.15,74.51,2.47,7.66
buffalo,2018,8,16.33,73.5,2.38,5.52
buffalo,2018,9,14.01,81.35,2.76,7.85
buffalo,2019,4,14.21,81.81,3.41,11.12
buffalo,2019,5,18.54,79.65,3.0,8.88
buffalo,2019,6,20.9,81.49,2.43,6.76
buffalo,2019,7,21.6,82.5,2.35,6.19
buffalo,2019,8,20.01,79.15,2.22,7.83
buffalo,2019,9,12.54,85.63,3.15,7.93
buffalo,2020,4,17.64,78.89,3.51,8.27
buffalo,2020,5,20.55,78.51,3.1,7.82
buffalo,2020,6,23.54,80.21,3.07,7.22
buffalo,2020,7,22.48,81.86,2.19,5.28
buffalo,2020,8,19.88,79.4,2.45,5.56
buffalo,2020,9,13.34,78.13,2.93,7.76
buffalo,2021,4,15.6,74.38,3.23,7.91
buffalo,2021,5,19.33,73.46,2.96,6.74
buffalo,2021,6,25.06,69.98,2.56,7.24
buffalo,2021,7,21.69,67.14,2.24,5.97
buffalo,2021,8,18.41,71.32,2.47,6.82
buffalo,2021,9,16.02,73.15,2.74,7.04
buffalo,2022,4,13.6,74.27,4.66,10.92
buffalo,2022,5,19.71,75.94,3.19,10.06
buffalo,2022,6,22.84,74.72,2.94,7.62
buffalo,2022,7,21.4,70.22,2.62,7.86
buffalo,2022,8,18.15,71.05,2.51,7.01
buffalo,2022,9,15.89,70.28,2.67,7.4
buffalo,2023,4,16.2,78.94,4.12,10.49
buffalo,2023,5,21.26,74.03,2.87,8.57
buffalo,2023,6,23.48,73.72,2.19,5.55
buffalo,2023,7,21.91,65.82,2.21,6.41
buffalo,2023,8,20.08,64.26,2.48,7.42
buffalo,2023,9,13.11,69.48,2.91,7.65
buffalo,2024,4,15.14,73.35,4.3,11.52
buffalo,2024,5,20.06,74.4,3.05,9.01
buffalo,2024,6,19.53,79.68,3.02,7.7
buffalo,2024,7,21.24,81.14,2.02,5.14
buffalo,2024,8,19.0,79.91,2.36,6.79
buffalo,2024,9,17.79,71.43,2.41,6.53
burnett,1984,4,16.67,74.32,3.5,8.9
burnett,1984,5,20.36,73.83,2.61,7.87
burnett,1984,6,20.03,81.99,2.68,8.41
burnett,1984,7,21.26,76.14,2.16,6.11
burnett,1984,8,18.14,73.33,2.08,5.85
burnett,1984,9,13.41,68.86,2.56,6.76
burnett,1985,4,16.9,78.4,3.17,8.23
burnett,1985,5,19.64,75.28,2.66,7.66
burnett,1985,6,21.07,74.59,2.53,7.53
burnett,1985,7,22.87,72.28,2.17,6.09
burnett,1985,8,15.87,72.93,2.58,6.59
burnett,1985,9,12.63,80.13,2.7,5.92
burnett,1986,4,15.09,78.52,3.59,8.44
burnett,1986,5,20.76,77.3,2.52,8.4
burnett,1986,6,22.01,78.69,2.65,6.3
burnett,1986,7,21.03,82.19,2.08,5.91
burnett,1986,8,18.33,78.07,2.34,4.94
burnett,1986,9,11.48,82.63,2.43,5.72
burnett,1987,4,19.85,67.76,2.87,8.03
burnett,1987,5,20.43,69.76,2.91,7.06
burnett,1987,6,23.87,58.85,2.4,6.39
burnett,1987,7,21.54,69.8,2.44,6.83
burnett,1987,8,17.51,67.27,2.4,6.11
burnett,1987,9,14.47,70.27,2.3,6.27
burnett,1988,4,18.3,62.62,2.78,7.77
burnett,1988,5,21.77,63.01,2.88,8.44
burnett,1988,6,25.82,50.21,2.6,6.69
burnett,1988,7,23.56,44.06,2.48,6.4
burnett,1988,8,17.74,62.88,2.63,6.38
burnett,1988,9,12.89,66.69,2.73,6.43
burnett,1989,4,16.68,71.58,3.36,7.73
burnett,1989,5,19.95,71.33,2.52,7.72
burnett,1989,6,22.05,71.52,2.36,6.19
burnett,1989,7,23.21,59.62,2.01,4.67
burnett,1989,8,19.46,63.43,2.33,6.36
burnett,1989,9,15.59,66.09,2.69,7.92
burnett,1990,4,17.61,69.98,3.4,8.39
burnett,1990,5,19.91,68.4,2.51,7.7
burnett,1990,6,21.4,77.58,2.7,7.35
burnett,1990,7,21.34,69.88,2.22,5.93
burnett,1990,8,19.36,71.39,2.26,6.19
burnett,1990,9,14.27,72.6,2.41,5.94
burnett,1991,4,16.61,74.39,3.23,8.63
burnett,1991,5,17.09,81.7,2.59,6.71
burnett,1991,6,21.03,80.12,2.39,6.51
burnett,1991,7,21.7,78.33,2.19,5.68
burnett,1991,8,18.53,70.72,2.18,5.64
burnett,1991,9,13.04,73.99,2.74,7.95
burnett,1992,4,14.84,80.61,3.0,7.02
burnett,1992,5,22.11,70.62,2.84,8.0
burnett,1992,6,20.38,71.3,2.26,7.41
burnett,1992,7,19.39,75.69,2.04,6.45
burnett,1992,8,17.98,67.88,2.26,7.42
burnett,1992,9,13.52,68.42,3.06,6.95
burnett,1993,4,17.45,69.77,3.03,7.98
burnett,1993,5,17.1,73.39,2.72,6.29
burnett,1993,6,19.73,78.75,2.69,7.88
burnett,1993,7,19.1,80.46,2.52,6.43
burnett,1993,8,18.24,78.08,2.16,5.59
burnett,1993,9,12.65,74.65,2.72,7.84
burnett,1994,4,16.62,69.71,3.4,8.82
burnett,1994,5,23.47,70.45,2.63,6.85
burnett,1994,6,21.02,76.3,2.23,7.33
burnett,1994,7,21.64,76.44,2.32,5.11
burnett,1994,8,18.47,71.02,2.28,6.89
burnett,1994,9,12.39,77.14,2.32,6.52
burnett,1995,4,15.9,73.25,3.16,9.68
burnett,1995,5,19.31,73.34,2.8,7.51
burnett,1995,6,21.82,75.83,2.17,5.86
burnett,1995,7,20.86,76.33,2.51,6.15
burnett,1995,8,16.01,79.81,2.36,5.67
burnett,1995,9,13.88,73.82,2.28,6.48
burnett,1996,4,18.96,78.98,3.07,7.35
burnett,1996,5,19.87,74.26,2.59,5.98
burnett,1996,6,19.85,79.52,2.24,5.24
burnett,1996,7,21.97,78.25,2.22,5.68
burnett,1996,8,20.87,68.46,2.23,5.45
burnett,1996,9,14.06,69.95,2.34,6.05
burnett,1997,4,18.54,74.97,3.01,9.81
burnett,1997,5,20.19,73.05,2.93,8.01
burnett,1997,6,23.15,73.26,2.13,5.85
burnett,1997,7,19.82,79.28,2.32,6.27
burnett,1997,8,18.22,75.09,2.02,5.67
burnett,1997,9,14.49,73.25,2.66,7.59
burnett,1998,4,20.09,68.75,2.93,8.78
burnett,1998,5,23.23,67.23,2.87,8.13
burnett,1998,6,19.84,76.59,2.35,6.74
burnett,1998,7,23.91,69.05,2.26,5.91
burnett,1998,8,18.59,66.87,2.37,5.44
burnett,1998,9,16.77,60.14,2.56,6.3
burnett,1999,4,16.08,72.51,3.03,7.96
burnett,1999,5,18.5,74.64,3.16,7.28
burnett,1999,6,20.88,77.54,2.61,5.07
burnett,1999,7,23.32,75.54,2.31,5.85
burnett,1999,8,17.72,75.18,2.24,6.4
burnett,1999,9,15.08,69.45,2.71,6.96
burnett,2000,4,16.77,66.82,3.22,9.14
burnett,2000,5,20.14,63.93,2.9,7.63
burnett,2000,6,20.21,68.15,2.81,7.27
burnett,2000,7,21.89,68.5,2.42,6.02
burnett,2000,8,18.36,65.29,2.41,5.77
burnett,2000,9,14.74,57.54,2.81,7.68
burnett,2001,4,15.25,79.82,3.31,8.4
burnett,2001,5,18.42,77.76,2.8,6.66
burnett,2001,6,21.61,80.83,2.44,7.14
burnett,2001,7,22.77,74.98,2.11,5.25
burnett,2001,8,21.03,69.51,2.24,5.45
burnett,2001,9,13.95,70.17,2.19,5.71
burnett,2002,4,16.13,74.54,3.23,7.95
burnett,2002,5,20.34,71.49,2.86,9.14
burnett,2002,6,20.49,76.23,2.67,5.83
burnett,2002,7,21.87,74.38,2.12,5.6
burnett,2002,8,18.95,73.21,2.45,7.57
burnett,2002,9,14.6,75.16,2.37,5.73
burnett,2003,4,17.85,71.79,3.49,8.15
burnett,2003,5,20.08,72.51,2.7,7.5
burnett,2003,6,21.57,77.68,2.21,6.05
burnett,2003,7,22.19,74.21,2.17,5.19
burnett,2003,8,20.22,62.85,2.13,5.84
burnett,2003,9,14.38,61.96,2.88,7.03
burnett,2004,4,17.94,66.93,3.07,7.31
burnett,2004,5,17.4,71.8,2.97,6.73
burnett,2004,6,22.57,73.95,2.52,6.63
burnett,2004,7,21.79,69.75,2.07,5.27
burnett,2004,8,17.4,67.83,2.34,7.55
burnett,2004,9,15.28,71.13,3.06,7.75
burnett,2005,4,17.06,67.01,3.19,7.65
burnett,2005,5,16.46,70.21,3.09,6.78
burnett,2005,6,20.71,69.82,2.81,8.64
burnett,2005,7,23.76,56.1,2.59,6.94
burnett,2005,8,19.72,55.34,2.44,6.09
burnett,2005,9,14.86,62.02,2.84,7.55
burnett,2006,4,17.61,66.44,3.18,7.5
burnett,2006,5,19.87,68.37,2.94,6.38
burnett,2006,6,24.1,54.92,2.47,6.54
burnett,2006,7,24.39,46.4,2.54,6.42
burnett,2006,8,18.08,57.48,2.48,5.98
burnett,2006,9,13.52,63.66,2.52,6.64
burnett,2007,4,18.97,65.87,3.25,7.43
burnett,2007,5,20.28,67.1,3.46,8.72
burnett,2007,6,24.37,58.62,2.87,7.63
burnett,2007,7,23.55,56.08,2.27,8.13
burnett,2007,8,16.86,58.13,2.41,5.53
burnett,2007,9,15.09,69.54,3.14,6.82
burnett,2008,4,15.39,77.12,3.41,9.55
burnett,2008,5,20.71,73.1,2.84,7.16
burnett,2008,6,21.76,76.54,2.61,8.37
burnett,2008,7,23.19,71.86,2.36,6.77
burnett,2008,8,20.62,63.36,2.35,7.67
burnett,2008,9,13.4,74.29,2.6,6.37
burnett,2009,4,18.61,73.2,3.14,7.67
burnett,2009,5,22.35,67.99,3.05,7.78
burnett,2009,6,21.13,69.43,2.43,7.49
burnett,2009,7,20.97,64.06,2.49,6.99
burnett,2009,8,18.88,72.09,2.39,6.18
burnett,2009,9,15.44,69.41,1.99,8.1
burnett,2010,4,18.58,68.8,3.09,7.19
burnett,2010,5,19.66,70.01,2.53,7.92
burnett,2010,6,18.74,78.12,2.25,6.51
burnett,2010,7,22.43,76.31,2.27,6.3
burnett,2010,8,19.84,77.28,2.61,6.0
burnett,2010,9,13.36,78.09,2.68,7.11
burnett,2011,4,15.84,77.48,3.25,7.95
burnett,2011,5,17.84,77.36,2.95,7.7
burnett,2011,6,20.37,80.19,2.78,6.31
burnett,2011,7,22.44,79.93,1.95,5.7
burnett,2011,8,19.31,77.19,2.04,6.31
burnett,2011,9,14.89,70.07,2.36,7.49
burnett,2012,4,17.63,67.66,3.16,8.08
burnett,2012,5,20.2,71.22,2.88,7.11
burnett,2012,6,22.85,73.51,2.36,6.77
burnett,2012,7,23.26,72.45,1.94,5.71
burnett,2012,8,20.03,60.12,2.15,5.68
burnett,2012,9,17.26,53.37,2.43,6.24
burnett,2013,4,15.05,76.63,3.39,8.35
burnett,2013,5,17.22,77.34,2.89,7.3
burnett,2013,6,19.11,80.61,2.18,5.43
burnett,2013,7,22.51,74.24,2.42,5.61
burnett,2013,8,20.17,63.9,2.07,5.86
burnett,2013,9,14.5,69.02,2.69,6.37
burnett,2014,4,16.1,78.84,3.51,7.65
burnett,2014,5,18.96,80.31,2.38,6.1
burnett,2014,6,20.35,81.39,2.67,6.93
burnett,2014,7,21.54,79.36,2.48,5.24
burnett,2014,8,17.46,80.08,1.85,5.64
burnett,2014,9,14.61,80.23,2.56,6.48
burnett,2015,4,18.34,66.45,3.34,9.33
burnett,2015,5,18.28,74.23,2.73,6.91
burnett,2015,6,22.31,75.92,2.13,6.56
burnett,2015,7,22.84,70.74,2.38,7.25
burnett,2015,8,17.47,72.16,2.55,6.99
burnett,2015,9,15.03,76.0,2.44,6.36
burnett,2016,4,15.68,77.94,3.53,8.43
burnett,2016,5,21.1,72.28,2.39,6.29
burnett,2016,6,22.5,77.76,2.54,6.4
burnett,2016,7,22.28,78.29,2.24,6.21
burnett,2016,8,18.89,77.43,2.01,6.35
burnett,2016,9,13.29,79.95,2.76,7.47
burnett,2017,4,14.63,77.82,3.02,6.95
burnett,2017,5,19.02,76.58,2.72,7.17
burnett,2017,6,22.92,75.48,2.42,6.92
burnett,2017,7,23.11,74.68,1.91,5.25
burnett,2017,8,17.06,75.66,2.15,6.41
burnett,2017,9,14.54,75.58,2.63,6.03
burnett,2018,4,19.61,72.34,3.0,9.42
burnett,2018,5,21.24,71.99,2.22,6.05
burnett,2018,6,19.81,78.46,2.42,5.82
burnett,2018,7,22.35,70.74,2.13,6.15
burnett,2018,8,16.63,73.19,2.0,5.07
burnett,2018,9,13.47,75.83,2.46,6.22
burnett,2019,4,14.46,79.81,2.96,10.51
burnett,2019,5,19.03,77.8,2.59,6.77
burnett,2019,6,21.97,78.4,2.21,5.12
burnett,2019,7,21.64,77.74,1.95,5.58
burnett,2019,8,19.73,70.8,2.21,6.14
burnett,2019,9,11.73,81.47,2.78,6.59
burnett,2020,4,18.1,75.57,3.04,7.28
burnett,2020,5,20.6,75.38,2.56,6.33
burnett,2020,6,24.11,74.99,2.73,6.1
burnett,2020,7,22.91,75.4,1.94,5.68
burnett,2020,8,18.55,74.46,2.25,5.05
burnett,2020,9,13.1,70.04,2.55,6.89
burnett,2021,4,15.83,74.47,2.98,7.76
burnett,2021,5,20.83,71.25,2.48,5.84
burnett,2021,6,25.34,65.68,2.11,6.13
burnett,2021,7,21.71,61.67,1.99,5.44
burnett,2021,8,19.33,64.45,2.48,5.59
burnett,2021,9,15.68,66.2,2.48,7.39
burnett,2022,4,13.47,77.67,3.85,8.2
burnett,2022,5,19.12,76.32,2.78,9.66
burnett,2022,6,24.21,73.37,2.68,6.61
burnett,2022,7,21.54,71.77,2.37,6.92
burnett,2022,8,18.38,72.45,2.21,6.09
burnett,2022,9,15.57,69.17,2.26,6.74
burnett,2023,4,17.14,85.56,3.44,8.68
burnett,2023,5,22.13,75.96,2.52,7.43
burnett,2023,6,23.15,75.69,1.97,5.16
burnett,2023,7,22.21,64.27,1.94,5.85
burnett,2023,8,18.96,65.33,2.15,7.33
burnett,2023,9,12.75,72.4,2.42,6.04
burnett,2024,4,16.27,74.45,3.41,8.67
burnett,2024,5,20.82,75.3,2.67,7.5
burnett,2024,6,20.25,79.47,2.58,6.26
burnett,2024,7,21.79,78.38,1.94,5.29
burnett,2024,8,17.7,77.89,2.09,6.0
burnett,2024,9,17.33,68.75,2.26,6.07
calumet,1984,4,17.85,79.93,4.7,14.39
calumet,1984,5,18.19,75.36,3.36,9.05
calumet,1984,6,19.86,81.02,3.46,8.57
calumet,1984,7,21.46,74.57,2.87,8.42
calumet,1984,8,16.69,70.59,2.59,6.57
calumet,1984,9,13.57,73.89,3.31,7.88
calumet,1985,4,16.61,83.4,4.08,9.14
calumet,1985,5,20.79,75.34,3.63,11.7
calumet,1985,6,23.2,68.62,3.2,8.65
calumet,1985,7,21.99,68.07,2.94,7.21
calumet,1985,8,17.42,72.18,3.02,8.45
calumet,1985,9,11.75,78.7,3.29,8.74
calumet,1986,4,17.12,81.37,4.26,9.68
calumet,1986,5,20.95,79.13,3.14,9.9
calumet,1986,6,21.71,77.94,3.11,7.16
calumet,1986,7,20.39,78.85,2.8,7.75
calumet,1986,8,19.0,73.56,2.91,7.2
calumet,1986,9,11.04,81.93,3.16,7.24
calumet,1987,4,17.15,77.25,3.81,9.02
calumet,1987,5,20.43,75.6,3.28,7.18
calumet,1987,6,23.36,67.79,2.93,7.32
calumet,1987,7,20.82,73.32,2.64,6.86
calumet,1987,8,17.22,73.64,3.09,8.11
calumet,1987,9,13.75,76.06,2.8,6.98
calumet,1988,4,17.78,72.94,3.83,11.14
calumet,1988,5,23.54,65.11,3.12,7.45
calumet,1988,6,23.84,53.86,3.42,8.37
calumet,1988,7,21.69,58.03,2.66,6.63
calumet,1988,8,18.05,62.04,3.47,7.79
calumet,1988,9,13.23,69.94,3.65,8.17
calumet,1989,4,16.72,73.07,3.53,8.25
calumet,1989,5,19.76,72.73,2.96,8.96
calumet,1989,6,20.24,75.37,2.69,5.4
calumet,1989,7,22.11,69.92,2.6,6.97
calumet,1989,8,19.4,70.36,2.74,6.43
calumet,1989,9,15.13,69.83,2.95,9.93
calumet,1990,4,18.09,73.85,3.99,10.25
calumet,1990,5,18.85,74.68,3.55,10.37
calumet,1990,6,20.13,80.4,3.69,10.98
calumet,1990,7,20.65,73.61,3.01,7.95
calumet,1990,8,17.96,78.4,2.72,5.95
calumet,1990,9,13.75,77.25,3.26,8.73
calumet,1991,4,16.25,78.24,4.18,9.91
calumet,1991,5,16.61,81.94,3.23,8.86
calumet,1991,6,23.64,71.95,2.95,6.72
calumet,1991,7,21.23,71.16,2.83,6.6
calumet,1991,8,19.46,71.28,2.96,7.06
calumet,1991,9,13.14,72.27,3.52,8.63
calumet,1992,4,13.07,82.07,3.71,8.45
calumet,1992,5,22.26,71.51,3.17,9.14
calumet,1992,6,19.99,67.95,2.57,7.25
calumet,1992,7,19.43,72.93,2.85,7.73
calumet,1992,8,19.24,68.25,3.04,9.17
calumet,1992,9,12.13,76.02,3.58,8.33
calumet,1993,4,15.23,81.82,4.23,11.58
calumet,1993,5,17.32,80.91,3.35,7.72
calumet,1993,6,19.93,82.71,3.14,7.78
calumet,1993,7,18.88,84.13,3.07,8.3
calumet,1993,8,17.63,82.41,2.55,7.15
calumet,1993,9,12.73,79.49,3.39,8.95
calumet,1994,4,17.03,73.63,4.45,11.79
calumet,1994,5,22.92,69.12,3.32,10.8
calumet,1994,6,22.65,69.26,2.94,10.12
calumet,1994,7,20.15,77.35,2.94,8.22
calumet,1994,8,17.85,76.36,2.95,8.13
calumet,1994,9,14.02,76.08,2.9,6.79
calumet,1995,4,15.84,75.41,4.06,10.22
calumet,1995,5,19.23,72.96,3.4,10.88
calumet,1995,6,23.45,70.77,2.36,6.12
calumet,1995,7,20.58,69.04,3.15,7.25
calumet,1995,8,14.54,82.23,2.69,5.58
calumet,1995,9,15.43,74.24,3.14,8.54
calumet,1996,4,18.16,77.14,4.31,9.89
calumet,1996,5,18.4,76.97,3.28,7.18
calumet,1996,6,18.17,83.68,2.98,8.93
calumet,1996,7,20.91,77.42,2.76,6.51
calumet,1996,8,20.15,73.22,2.68,7.04
calumet,1996,9,13.44,74.04,3.26,9.11
calumet,1997,4,18.34,72.91,3.84,12.11
calumet,1997,5,19.54,74.87,3.9,10.52
calumet,1997,6,23.77,76.61,2.49,8.03
calumet,1997,7,21.75,75.07,2.81,7.65
calumet,1997,8,16.53,78.04,2.87,5.85
calumet,1997,9,15.22,76.7,3.45,9.79
calumet,1998,4,19.61,75.49,3.74,9.82
calumet,1998,5,22.78,76.2,3.44,8.02
calumet,1998,6,20.62,75.2,3.13,8.38
calumet,1998,7,23.81,67.57,2.86,7.98
calumet,1998,8,18.88,73.85,2.93,6.0
calumet,1998,9,16.08,70.32,3.06,7.91
calumet,1999,4,16.36,77.41,3.84,10.63
calumet,1999,5,19.73,77.38,3.74,8.19
calumet,1999,6,21.01,79.52,2.77,7.31
calumet,1999,7,22.81,78.27,3.29,7.51
calumet,1999,8,18.88,74.58,3.16,7.24
calumet,1999,9,15.63,68.56,3.53,8.37
calumet,2000,4,16.43,69.76,4.11,11.32
calumet,2000,5,18.8,74.63,3.63,10.56
calumet,2000,6,20.14,77.03,3.65,8.72
calumet,2000,7,21.01,74.81,2.99,6.65
calumet,2000,8,18.95,74.91,2.88,7.05
calumet,2000,9,14.26,74.7,3.83,7.46
calumet,2001,4,16.89,77.0,4.49,11.98
calumet,2001,5,18.52,77.12,3.25,7.49
calumet,2001,6,20.55,79.69,2.84,8.48
calumet,2001,7,23.16,69.76,2.7,6.75
calumet,2001,8,19.12,71.34,2.94,6.6
calumet,2001,9,14.41,77.66,3.37,8.32
calumet,2002,4,15.63,78.17,4.13,9.9
calumet,2002,5,20.37,76.38,3.91,10.37
calumet,2002,6,20.31,81.28,2.96,7.12
calumet,2002,7,23.64,71.07,2.99,5.88
calumet,2002,8,19.91,71.21,2.8,7.86
calumet,2002,9,14.68,72.44,3.3,7.46
calumet,2003,4,17.09,74.44,4.43,9.72
calumet,2003,5,20.24,76.79,3.4,10.5
calumet,2003,6,22.21,72.57,2.63,6.67
calumet,2003,7,21.82,69.2,3.0,7.63
calumet,2003,8,20.22,72.81,2.7,7.38
calumet,2003,9,15.02,72.84,3.6,7.73
calumet,2004,4,17.04,77.35,3.98,10.94
calumet,2004,5,17.17,82.55,3.52,8.1
calumet,2004,6,21.72,81.71,3.09,6.57
calumet,2004,7,20.8,79.87,2.6,5.84
calumet,2004,8,18.04,74.87,3.17,7.52
calumet,2004,9,17.34,70.45,3.35,8.36
calumet,2005,4,18.86,71.7,3.6,8.55
calumet,2005,5,18.91,72.94,3.53,7.75
calumet,2005,6,23.02,70.29,3.1,7.31
calumet,2005,7,23.18,64.16,2.9,6.59
calumet,2005,8,20.18,66.39,2.87,6.69
calumet,2005,9,15.34,70.4,3.42,9.14
calumet,2006,4,18.19,74.75,4.06,9.64
calumet,2006,5,18.69,79.82,3.48,11.28
calumet,2006,6,22.75,71.64,2.76,7.22
calumet,2006,7,22.65,67.55,2.95,6.99
calumet,2006,8,18.73,69.08,2.78,7.23
calumet,2006,9,14.1,74.25,3.52,8.28
calumet,2007,4,17.24,76.41,4.21,10.68
calumet,2007,5,21.26,74.13,3.7,8.48
calumet,2007,6,24.65,69.08,2.87,8.27
calumet,2007,7,23.22,67.15,2.71,7.04
calumet,2007,8,17.02,73.85,3.0,7.08
calumet,2007,9,15.85,74.95,3.73,8.66
calumet,2008,4,15.91,81.77,4.15,10.46
calumet,2008,5,21.66,76.35,3.4,7.54
calumet,2008,6,20.65,81.84,3.17,8.36
calumet,2008,7,23.11,79.79,2.92,7.86
calumet,2008,8,21.44,72.88,2.67,5.61
calumet,2008,9,13.63,76.64,3.25,6.75
calumet,2009,4,17.68,76.27,4.09,8.66
calumet,2009,5,21.13,75.13,3.6,9.0
calumet,2009,6,21.7,77.67,2.85,7.61
calumet,2009,7,21.63,70.24,2.85,6.68
calumet,2009,8,18.29,74.83,3.1,7.14
calumet,2009,9,16.24,75.37,2.38,10.88
calumet,2010,4,18.27,75.69,4.29,8.92
calumet,2010,5,21.91,75.67,3.33,8.69
calumet,2010,6,19.23,81.93,2.98,7.8
calumet,2010,7,21.05,82.17,2.74,7.13
calumet,2010,8,19.18,80.53,2.99,6.57
calumet,2010,9,13.28,79.66,3.65,10.08
calumet,2011,4,14.49,82.72,4.09,9.35
calumet,2011,5,17.99,81.77,3.93,8.97
calumet,2011,6,20.18,81.66,3.13,8.11
calumet,2011,7,21.49,79.51,2.56,6.4
calumet,2011,8,20.06,73.73,2.74,7.96
calumet,2011,9,14.19,75.06,3.41,10.74
calumet,2012,4,18.67,75.12,3.84,10.59
calumet,2012,5,22.36,75.17,3.58,8.86
calumet,2012,6,24.58,65.05,3.45,7.51
calumet,2012,7,23.36,65.39,2.71,6.79
calumet,2012,8,20.0,66.19,2.76,7.2
calumet,2012,9,16.3,68.2,3.24,8.81
calumet,2013,4,14.73,81.46,4.6,10.3
calumet,2013,5,20.0,80.58,3.48,8.09
calumet,2013,6,20.21,81.86,2.95,7.1
calumet,2013,7,22.15,79.57,2.9,8.88
calumet,2013,8,19.88,73.48,2.77,6.21
calumet,2013,9,16.56,76.13,3.28,7.72
calumet,2014,4,13.66,79.58,4.19,9.57
calumet,2014,5,20.39,79.23,3.28,8.07
calumet,2014,6,20.47,81.79,3.32,8.56
calumet,2014,7,21.24,77.59,3.16,7.47
calumet,2014,8,17.54,79.88,2.58,6.99
calumet,2014,9,14.37,79.8,3.17,9.05
calumet,2015,4,18.92,74.2,4.02,8.7
calumet,2015,5,19.22,75.69,3.89,8.27
calumet,2015,6,21.63,77.52,3.01,7.94
calumet,2015,7,23.75,70.9,3.04,7.51
calumet,2015,8,17.1,73.94,3.21,7.92
calumet,2015,9,15.39,77.97,2.98,6.69
calumet,2016,4,15.69,80.15,3.93,9.41
calumet,2016,5,21.7,75.38,3.4,7.48
calumet,2016,6,23.93,76.26,3.3,7.55
calumet,2016,7,21.9,74.91,3.09,7.59
calumet,2016,8,19.44,75.12,2.74,7.35
calumet,2016,9,13.77,80.07,3.51,8.18
calumet,2017,4,15.23,81.92,4.13,9.24
calumet,2017,5,19.75,78.72,3.58,7.75
calumet,2017,6,22.15,79.94,3.46,8.34
calumet,2017,7,23.28,79.95,2.67,5.55
calumet,2017,8,17.72,77.37,3.08,7.61
calumet,2017,9,16.14,75.97,3.09,6.55
calumet,2018,4,17.88,74.94,4.07,11.61
calumet,2018,5,21.37,78.55,3.06,8.05
calumet,2018,6,21.84,79.13,3.4,7.31
calumet,2018,7,23.16,70.54,2.92,7.32
calumet,2018,8,16.65,75.02,2.76,7.81
calumet,2018,9,14.35,83.8,3.14,9.14
calumet,2019,4,14.29,81.73,4.01,11.11
calumet,2019,5,18.08,82.26,3.49,8.83
calumet,2019,6,20.84,80.15,2.93,7.44
calumet,2019,7,22.76,80.4,2.86,6.06
calumet,2019,8,18.94,75.21,2.8,7.96
calumet,2019,9,12.01,84.2,3.61,9.29
calumet,2020,4,16.9,80.39,3.96,10.55
calumet,2020,5,21.06,79.22,3.49,9.54
calumet,2020,6,23.72,78.91,3.15,10.93
calumet,2020,7,23.5,78.12,2.73,6.38
calumet,2020,8,19.49,74.47,2.89,7.42
calumet,2020,9,13.29,78.59,3.7,8.51
calumet,2021,4,17.03,76.42,3.41,7.41
calumet,2021,5,19.09,73.36,3.34,8.79
calumet,2021,6,23.16,72.7,3.01,8.78
calumet,2021,7,21.96,74.2,2.92,6.56
calumet,2021,8,18.46,77.63,2.64,6.75
calumet,2021,9,15.68,76.2,3.25,7.16
calumet,2022,4,14.67,78.07,4.48,11.14
calumet,2022,5,18.82,78.73,3.5,9.68
calumet,2022,6,22.8,75.27,3.35,8.64
calumet,2022,7,22.56,70.68,3.09,7.94
calumet,2022,8,18.17,73.88,2.85,6.81
calumet,2022,9,14.48,77.04,3.25,7.94
calumet,2023,4,15.49,79.47,4.19,11.27
